% Ceci représente la classification de critiques de films en fonction de 3 catégories de jugement (mixed, negative, positive).

@relation critiquesFilms

@attribute nom_fichier string
@attribute contenu string
@attribute classe {mixed, negative, positive}

@data
'The_Man_from_U.N.C.L.E.27.txt','director instinct audience hold thing entire film loss moment moment emphasize ',mixed
'The_Transporter_Refueled9.txt','first film year entertaining ludicrous predictable way new driver effortless stoic wit original make difference ',mixed
'Burnt16.txt','haphazard construction make frustrating material resonant picture ',mixed
'Pan11.txt','fashion creation myth director writer produce thin story reduce amplify famous character ',mixed
'No_Escape7.txt','boom size thing movie banking first-rate action drown political ',mixed
'The_Intern16.txt','lack comic goal write write key emotional scene movie first draft movie two-hour mark ',mixed
'SPECTRE31.txt','unbalanced entertaining film enthrall deflate equal measure stud moment true old-school glory ',mixed
'The_Intern22.txt','romantic comedy romance ',mixed
'Burnt22.txt','energize mouth-watering montage fierce lead turn script acid depth force fine actor include function less ensemble motley sort intervention group ',mixed
'Minions25.txt','appreciate fleeting cleverness ',mixed
'The_Visit20.txt','promising premise effective twist low-budget horror film sense own bad enemy choice bring visit screen ',mixed
'Straight_Outta_Compton39.txt','few flourish outré charge little distinguish movie number overlong music variety ',mixed
'Ricki_and_the_Flash30.txt','sight 66-year-old gyrate way way block rational thought frightening temporary bad dream movie ',mixed
'Maze_Runner__The_Scorch_Trials9.txt','visual blasted city impressive reason spend sit theater seat watch bunch underdeveloped character chase zombie inordinate amount time ',mixed
'American_Ultra23.txt','mere clever conceit action stale humor stale explosion see quip fresh new save stream lazy snow day winter deep sleeper be awake be ',mixed
'We_Are_Your_Friends23.txt','feature debut director be entrance euphoric pulsate dance song soundtrack empathetic performance impressive nuanced turn distract movie mistake flash probe insight ',mixed
'The_Martian40.txt','Martian story man peril story man few woman take control uncontrollable confident swagger sci-fi despair kind be elaborate Martian lack poetry ',mixed
'We_Are_Your_Friends13.txt','movie inventive enough good moment smart move be dismissible strong overcome essential thinness ',mixed
'We_Are_Your_Friends9.txt','big finish land fairness hard make standing laptop mix tune triumph teen wait be get em foot ',mixed
'Hotel_Transylvania_210.txt','hater see reprise role cartoon be perfect metaphor suck lifeblood decent entertainment come torch ',mixed
'Fantastic_Four14.txt','film build-up mount sense excitement dispel downbeat tone conspicuous lack chemistry nobody have fun gloom infectious ',mixed
'The_Perfect_Guy6.txt','appealing trio lead entice unquenchable thirst thriller clich ',mixed
'Maze_Runner__The_Scorch_Trials3.txt','good movie fast nutty keep entertain ',mixed
'The_Intern26.txt','movie outmode style spirit ',mixed
'Straight_Outta_Compton35.txt','way much money talk simple band apocalyptic vision be plenty ',mixed
'A_Walk_in_the_Woods14.txt','pleasant enough cinematic comfort food be hungry ',mixed
'Ricki_and_the_Flash31.txt','talented cast work talented director film height have ',mixed
'Our_Brand_Is_Crisis19.txt','satire ambition sharp political insight slapstick farce inspirational solid ground genre ',mixed
'The_Intern15.txt','internship more less fault be rough tough smart film live life work today be yell spoon be knife ',mixed
'American_Ultra25.txt','turn sweet sadistic make strong impression high ',mixed
'The_Visit28.txt','be criticize serve borderline silly premise straight face pretentious atmosphere approach favor loose playful dynamic fresh-faced lead ',mixed
'Goosebumps15.txt','streak old-fashioned B-movie spooky playfulness actual motivated character screen delightful ',mixed
'The_Transporter_Refueled4.txt','member mansion action sequence next style routine clunky inspire ',mixed
'Pan17.txt','laugh impose movie restless clamor ',mixed
'A_Walk_in_the_Woods25.txt','make movie call have look lot ',mixed
'A_Walk_in_the_Woods24.txt','middling sitcom ',mixed
'Straight_Outta_Compton32.txt','straight shy ugly side story include claim music lifestyle glorify thug life perpetuate gun violence advocate drug use revel misogyny film ',mixed
'The_Peanuts_Movie20.txt','live past old stuff new story flimsy glue hold classic bit place ',mixed
'Crimson_Peak24.txt','curious hybrid grim fairytale gory horror ninth feature striking lack surprise great ghost capable ',mixed
'The_Man_from_U.N.C.L.E.22.txt','film nothing sensuous rush snappy period costume elegant beauty dapper man kinetic action so-so quip concerned story usual approach ',mixed
'Burnt3.txt','execute enjoyable film ',mixed
'Rock_the_Kasbah4.txt','favor breakout performance Palestinian newcomer apropos use ',mixed
'Straight_Outta_Compton36.txt','first half two-and-a-half hour opus birth west coast rap burst energy exuberance inspiration second half immobilise bloat sanctification ',mixed
'Black_Mass31.txt','movie intriguing drama sinister snakelike criminal ',mixed
'Our_Brand_Is_Crisis11.txt','duel dirty trick time subplot involve naive volunteer get heart break strand ambitious movie ',mixed
'The_Man_from_U.N.C.L.E.34.txt','be pleasant amusing light entertainment save world film wire blow modest assignment ',mixed
'Black_Mass38.txt','do anything different do Caribbean movie unrecognizable elaborate makeup prosthetics peculiar voice time thick ',mixed
'SPECTRE28.txt','save grace good bond physical presence formidable unique ability make peevishness compelling subtlety sense humor good aspect ',mixed
'The_Visit18.txt','other recent film time thing simple story hand ',mixed
'The_Walk35.txt','rare movie please everyone viewer look thrill enjoy story tall tale wind be poignant ',mixed
'Rock_the_Kasbah11.txt','lame script look old man funny old man old man see fine old try hard ',mixed
'The_Man_from_U.N.C.L.E.25.txt','promising first act whim action movie formula nothing priority story ask attend escalate stake dim tone leave wonder happen fun ',mixed
'The_Perfect_Guy5.txt','substitute cat bunny spoiler fate title generic thriller wind big screen ',mixed
'Sicario39.txt','prove get strong punch trouble ',mixed
'Everest28.txt','valiant effort dizzy emotional height require run oxygen final act stunning ',mixed
'Burnt4.txt','charm impose physique proficient French carry movie prop strong support cast role fascinate exasperate reaction shot carry movie interesting ',mixed
'Ricki_and_the_Flash24.txt','sour movie masquerade something cheerful attempted deception film help hinder indispensable performance star ',mixed
'No_Escape16.txt','cruel suspenseful pit white lead citizen honest fear assumption fuel adventure fiction other abstract orc alien ',mixed
'Ricki_and_the_Flash26.txt','ex real-life daughter fictional version rare grit grace many wrong note ',mixed
'The_Peanuts_Movie22.txt','recent sharp-witted example interest mock freshen have do doom movie nostalgic type black jagged stripe yellow polo scene scene ',mixed
'Our_Brand_Is_Crisis23.txt','movie be something see underdog tale mix redemption narrative ',mixed
'Ricki_and_the_Flash34.txt','music second half film room leave expand character less lived-in ambitious idea ',mixed
'Crimson_Peak25.txt','crimson lock somnambulist formulaic contented go Gothic motion recourse refresh vigour ',mixed
'The_Intern24.txt','someone reputation gig thankless job ',mixed
'Truth25.txt','odd make noble statement journalism brush failure get be busy stress slow document have doubt listen source say be lie tell truth do trust ',mixed
'Jem_and_the_Holograms4.txt','silly nonsensical movie sweet well-intentioned ',mixed
'American_Ultra9.txt','divert summer action adventure occasional laugh divert stoner comedy occasional action ',mixed
'Our_Brand_Is_Crisis22.txt','screenwriter go have speak ',mixed
'Fantastic_Four7.txt','disaster nation be itch attack significant improvement movie doom please ',mixed
'Everest30.txt','concern why how efficient build drama help wonderful character study film whole dizzying height subject ',mixed
'Bridge_of_Spies45.txt','stop-and-go momentum interesting riveting good stuff impressive pedigree feel sum part ',mixed
'American_Ultra17.txt','filmmaker have opt play thing close vest have be clever be shallow violent exercise ',mixed
'Burnt19.txt','burnt deal food way brink insanity short generate real urgency surround situation ',mixed
'SPECTRE34.txt','nothing surprising 24th official title series plan perfect enemy good originality enemy global box office ',mixed
'Captive4.txt','convincing performance escape killer drug addicted hostage save grace decent dramatic thriller weigh religious message ',mixed
'Rock_the_Kasbah2.txt','enjoyment depend willingness let word hour movie slight offensive amusing ',mixed
'Hitman__Agent_479.txt','while try make sense plot sit gape car crash fight scene shooting problem mayhem repetitive ',mixed
'Fantastic_Four11.txt','weak structure little chemistry be franchise be good lose space ',mixed
'The_Intern29.txt','give vacuity script be admit something triumph engaging character human superhuman scale ',mixed
'We_Are_Your_Friends17.txt','maker friend get lose beat ',mixed
'The_Man_from_U.N.C.L.E.29.txt','bad dull ill-conceived sputter ',mixed
'Black_Mass40.txt','crime saga potent thematic hook film insular script dwell theme loyalty fraternity ',mixed
'The_Man_from_U.N.C.L.E.20.txt','make other film find pyrotechnics match chemistry ',mixed
'American_Ultra14.txt','movie replete bloody encounter sly aside one-liner tone awkward uneven serious structural problem suppose brush ',mixed
'Paranormal_Activity__The_Ghost_Dimension2.txt','basic level activity formula kick combination creepy video tasteful suburbia create strong unsettling dissonance ',mixed
'Hotel_Transylvania_24.txt','predecessor high fact pleasant surprise entertaining ',mixed
'American_Ultra27.txt','artless unpleasant kind swill bad name ',mixed
'Rock_the_Kasbah12.txt','passion sincerity replace shrug ',mixed
'Scouts_Guide_to_the_Zombie_Apocalypse5.txt','have laugh killer cast gory giggle B-movie addition genre displace vampire impregnate ',mixed
'Minions22.txt','enter world minion prime tidal wave lemming tear roof see lead human affair ',mixed
'Sicario38.txt','aid lean script parched cinematography heart attack score imperative genre try avoid usual cliché easy succeed ',mixed
'SPECTRE29.txt','grant comfort be find familiarity film effort look advance series fine line pay homage past repeat spectre line ',mixed
'Burnt15.txt','burnt bad movie melodrama overwrought overdo romance warm cocktail formula shake stir play ',mixed
'The_Man_from_U.N.C.L.E.35.txt','nice period production design whole thing move anything punch adventure wit distinctiveness ',mixed
'Pan12.txt','happen noise turn grave ',mixed
'Rock_the_Kasbah9.txt','end beauty make debut foreign language film lend much-need grace note ',mixed
'We_Are_Your_Friends14.txt','action dance beat kick facile entertainment ',mixed
'Truth30.txt','movie importance objectivity bias sanctimonious column ',mixed
'Captive9.txt','television clip real entire movie feel strange book memory ',mixed
'The_Intern20.txt','entertaining funny enough smart summarize cultural moment manner ',mixed
'We_Are_Your_Friends21.txt','performance only thing friend go occasional directorial flourish word screen character address camera painterly drug trip jolt few most welcome ',mixed
'American_Ultra13.txt','undemanding studio fare face easy ridicule pundit much movie star ',mixed
'Rock_the_Kasbah7.txt','rock respectful truth funny way ',mixed
'Captive5.txt','film transformative power faith preach regard importance purchase pastor hit book ',mixed
'Maze_Runner__The_Scorch_Trials21.txt','nothing new genre least ponderous predecessor many chase ludicrous narrow escape respectable dose adrenaline ',mixed
'Our_Brand_Is_Crisis14.txt','latest unpredictable addition resume offbeat appeal level funny trenchant have be ',mixed
'Hotel_Transylvania_28.txt','problem parental remain little girl new grandson conform vampire movie smother heel them ',mixed
'Sinister_23.txt','drawn-out abrupt get creepiness galore ',mixed
'Fantastic_Four10.txt','humorless slow film feature bendy boy genius invisible woman human torch talk pile stone ',mixed
'Hitman__Agent_478.txt','science-fiction action picture base video game sequel idiotic mess dense prologue endless final battle lifeless performance anticlimactic twist degree visual flair ',mixed
'SPECTRE36.txt','spectre set be finale terrible installment franchise light sin end exit layoff notice give tired trite great hit stunt chase fight early good bond ',mixed
'Hitman__Agent_473.txt','action movie age bonkers cut ',mixed
'Burnt9.txt','burnt divert ',mixed
'Maze_Runner__The_Scorch_Trials19.txt','character development only hint plot advancement function move group motivate character place give much clue whole thing head ',mixed
'SPECTRE41.txt','general film patch endless script rewrite cohesive vision ',mixed
'No_Escape8.txt','direct movie fill jittery shot hand-held camera pace helpful race hole paper-thin plot ',mixed
'The_Man_from_U.N.C.L.E.21.txt','memorable villain central pair fizz film vintage charm third act upswing ',mixed
'Maze_Runner__The_Scorch_Trials12.txt','lot eye candy pace fast movie short forgive idea middle movie fatigue ',mixed
'Goosebumps17.txt','funny suspenseful imaginative popular novella ',mixed
'Our_Brand_Is_Crisis13.txt','dirty business brand stick hand muck be entertaining stinging be ',mixed
'The_Transporter_Refueled3.txt','strong frequent burst implausible direct mayhem ',mixed
'The_Green_Inferno2.txt','be offensive unpalatable mainstream audience be similar victim think accuse lack gut find perfect recipe ',mixed
'Minions31.txt','surprising minion yellow oddball new-found freedom ',mixed
'Black_Mass32.txt','decent film great part canon ',mixed
'Minions30.txt','story lack clear narrative emotional connect ',mixed
'Our_Brand_Is_Crisis24.txt','complicated move countermove major election fodder comic grudge match ',mixed
'Underdogs2.txt','camera distract haphazard structuring translation ',mixed
'A_Walk_in_the_Woods17.txt','breezy humor make book delight strip replace predictable joke broad slapstick encounter woman bear pushy grating sentimentality ',mixed
'We_Are_Your_Friends19.txt','busy fracture focus indulge gimmicky textual graphics tap magnetic appeal debut be film mood spare nothing say ',mixed
'A_Walk_in_the_Woods26.txt','be rat-a-tat-tat 1930s comedy star rusty comic timing stale setup movie funny likely produce smile chuckle ',mixed
'Crimson_Peak29.txt','gifted specialist make film bloody bloody stylish unequaled field beauty set costume effect plot surprising scary hoary horror trope decade utilize conventional fresh subversive way ',mixed
'American_Ultra28.txt','go level blood-soaked dark humor cast game burst violence tiresome plot ludicrous hard swallow ',mixed
'We_Are_Your_Friends16.txt','worth remember movie have soul filmmaker willing do work find ',mixed
'Ricki_and_the_Flash14.txt','screenplay lack memorable zinger thank script performance complex self-contradictory person most supporting character ',mixed
'The_Man_from_U.N.C.L.E.24.txt','stylish fault stray source man 1960s television hit short attention span today movie audience ',mixed
'No_Escape17.txt','pedestrian gripping ',mixed
'Paranormal_Activity__The_Ghost_Dimension0.txt','frightening setup well-worn be startle able wring sufficient dread fear ',mixed
'Ricki_and_the_Flash22.txt','attitude place family society interesting part movie least be be ',mixed
'A_Walk_in_the_Woods23.txt','trifle compare track similar real-life journey self-discovery rich detail darn easy charm gravelly lack entice ',mixed
'Our_Brand_Is_Crisis18.txt','attempt create reality wide accommodate extreme absurdity hard political truth piece end rattle bag disparate element ',mixed
'We_Are_Your_Friends12.txt','terrible premise thank flourish part intriguing performance win persona hurt ',mixed
'We_Are_Your_Friends10.txt','remake today adult corner whisper debut director good shot result friend sweaty silly people notice ',mixed
'Woodlawn3.txt','whole enterprise mixed bag film audience go bad ',mixed
'SPECTRE32.txt','subpar movie worth see successful long-running franchise movie history keep pump time change formula ',mixed
'Minions15.txt','number laugh be have be uneven likeable dose low-calorie nonsense ',mixed
'Crimson_Peak26.txt','film busy way gross sustain effective atmosphere dread pastiche be swoon sigh earnest emotion ',mixed
'The_Last_Witch_Hunter3.txt','shame last crumble generic showdown murky fantasy effect snatch artifact final shot frame door possible sequel ',mixed
'A_Walk_in_the_Woods19.txt','film less easy paycheck more semi-retirement wisdom come mouth percent pursue role shoot be beautiful pal old friend ',mixed
'A_Walk_in_the_Woods15.txt','lax lame road movie road journey self-discovery discovery tale friendship chemistry ',mixed
'Everest25.txt','heroism love death people come care sad story involve ',mixed
'Pan18.txt','be ultimate hero kid baffle see be appropriate middling adventure ',mixed
'Jem_and_the_Holograms8.txt','less common source material real-life trajectory generic teen idol move model superior artistic predecessor ',mixed
'Everest32.txt','case fictionalize true event least fuse real people composite character have result tight storytelling ',mixed
'The_Last_Witch_Hunter7.txt','favor last terrific production design digital effect movie clog cardboard character flat dialogue sluggish middle act lose fabricate witchy folklore ',mixed
'War_Room2.txt','succeed attract faithful audience heavy-handed proselytize soap storytelling prove turn-off pray daily basis ',mixed
'Minions24.txt','have abundant relentless cuteness audience sure accept lieu content people little guy ',mixed
'The_Man_from_U.N.C.L.E.16.txt','director man hint scene tempt murky option long maker shadowy chic silliness ',mixed
'Everest29.txt','spectacular well-act same problem situation many people mountain many thread follow affect individual storey lose snow ',mixed
'Maze_Runner__The_Scorch_Trials8.txt','comic movie more straight hour run scream scream run tired gotta rest ',mixed
'Straight_Outta_Compton38.txt','run time minute film low energy end internecine battle compete early excitement gifted young kid make big national stage sentimental sudden focus painful decline death ',mixed
'Goosebumps24.txt','theatrical hammy performance overdo element film rise level perfunctory spectacle ',mixed
'SPECTRE30.txt','first act great full dark portent bravura film-making flourish final hour many plot twist many character conform type ',mixed
'Everest33.txt','short same problem overcrowding ',mixed
'No_Escape12.txt','tense predictable exercise Western xenophobic paranoia guilt ',mixed
'The_Last_Witch_Hunter5.txt','last first episode would-be series similar endeavor stand-alone story ',mixed
'Maze_Runner__The_Scorch_Trials11.txt','movie feel consistent first routine ',mixed
'A_Walk_in_the_Woods10.txt','slight charming comic adventure appealing good set be forty make journey ',mixed
'The_Visit26.txt','bizarre conflict mess horrify try be funny appeal screw ',mixed
'A_Walk_in_the_Woods20.txt','charming lively moment many tired listless filmmaker be work checklist thing traveler say do trek wilderness ',mixed
'The_Martian41.txt','Martian love letter spirit see humanity reach star first place channel spirit witty writing sustain trajectory orbit ',mixed
'The_Man_from_U.N.C.L.E.23.txt','major something mystery impression curious vacuum center man casting ',mixed
'The_Perfect_Guy7.txt','kind movie wish cut go deep end nobody fatal attraction serious drama movie tear grim self-important go nut silly slipshod work somber level ',mixed
'Pan16.txt','go make origin story origin story second thought look tell come ',mixed
'The_Walk34.txt','antic most part cover lack real story lot distracting quirk foot wire thousand metre ground mesmerise ',mixed
'Rock_the_Kasbah14.txt','be decent movie focus have be right character ',mixed
'Rock_the_Kasbah16.txt','film everyone make agree idea be funny have be include suit story ',mixed
'The_Peanuts_Movie26.txt','disappointing kind cynical unwillingness try anything innovative beloved character ',mixed
'The_Transporter_Refueled21.txt','overstuff undercooked complicate ',negative
'90_Minutes_in_Heaven5.txt','move tale film story prosaic fashion imaginable miss single film cliché one-dimensional noble character banal dialogue requisite sermonize ',negative
'The_Visit33.txt','tardy rehash fairytale trope sometime genre innovator cling abject desperation careworn coattail ',negative
'Scouts_Guide_to_the_Zombie_Apocalypse14.txt','witless retread serve vulgar comedy ',negative
'Fantastic_Four37.txt','give level talent involve front camera nobody feel much joy righteousness discover late fantastic film catastrophe ',negative
'Scouts_Guide_to_the_Zombie_Apocalypse13.txt','repellent write direct devoid genuine laugh apocalypse film 12-year-old boy derive kind basic entertainment mere sight spurt blood bare breast good appear same time ',negative
'Paranormal_Activity__The_Ghost_Dimension8.txt','shocking thing hack fight have name list credit screenplay ',negative
'Pan32.txt','cacophonous assault sense computerized cinematographic mayhem deafen noise hurried pace genuine character development ',negative
'War_Room10.txt','name life battle be case film large bedroom closet serve command centre ',negative
'Pan20.txt','drug director have be wrestle ground pulverize material quiver mound dough trust be synthetic single emotional moment entire origin story organic ',negative
'Paranormal_Activity__The_Ghost_Dimension12.txt','sixth time charm load hooey make lack legitimate scare basic narrative clarity add alleged miracle mix ',negative
'Rock_the_Kasbah17.txt','star vehicle rickety way make world unsafe comic democracy ',negative
'Hotel_Transylvania_217.txt','offense put twist tired familial trope such risk be only thing enliven force franchise installment ',negative
'Hitman__Agent_4712.txt','anonymous title film pretend be action movie real thing be commercial video game ',negative
'The_Green_Inferno12.txt','good reliable shock system bad bad reprehensible work powerless people number reference go change ',negative
'Hitman__Agent_4717.txt','movie brutal bond knockoff least stylish tone assure ',negative
'Steve_Jobs44.txt','humanity grave disappointment passion fan father character come life absorbing fashion real people ',negative
'War_Room4.txt','preachy begin describe mighty long-winded overwrought domestic drama ',negative
'Fantastic_Four36.txt','steer clear friend ',negative
'90_Minutes_in_Heaven7.txt','well-meaning film appeal intend audience spiritual level result sluggish clinical dreary portrait mistake trauma drama ',negative
'Fantastic_Four21.txt','superhero film power bad special effect rewrite story be tell ',negative
'Fantastic_Four38.txt','late fantastic cinematic equivalent bad worthless ',negative
'Maze_Runner__The_Scorch_Trials28.txt','tedious apocalypse come chute recent year series lame lazy entry only trial offer film ordeal watch ',negative
'The_Transporter_Refueled15.txt','cheap silliness include car chase more loud crash thrill speed ',negative
'The_Transporter_Refueled14.txt','titular transporter blank slate serve character mayhem surround walk metaphor franchise run gas ',negative
'Hitman__Agent_4715.txt','agent anything pleasure be location gratuitous image take dip swimming pool sight staggering ',negative
'The_Green_Inferno14.txt','retread retread ',negative
'Rock_the_Kasbah29.txt','special variety infuriate bad movie talented people ',negative
'Captive13.txt','inert left tedious sentiment grace god horrible crisis end violence explosive spark congratulation ',negative
'Jem_and_the_Holograms14.txt','screenwriting equivalent suck pop vitality produce tune ',negative
'Hitman__Agent_4726.txt','agent film nothing pass resemblance game spawn surprise anyone cash grab choice wash rinse repeat ',negative
'The_Last_Witch_Hunter18.txt','smorgasbord empty calorie vehicle last overstuff visual hungry more ',negative
'Maze_Runner__The_Scorch_Trials27.txt','film make wheeze splutter sound sound profitable franchise run steam ',negative
'Hotel_Transylvania_219.txt','call scary scary mistake scary reason ',negative
'Our_Brand_Is_Crisis32.txt','kind film bother commit own cynicism cynical kind film ',negative
'No_Escape27.txt','film recoil take relief bungle execution impossible ',negative
'The_Green_Inferno18.txt','empty cynicism substitute well-reasoned critique wind look clueless so-called social justice warrior try satirize ',negative
'The_Green_Inferno13.txt','film measure execute satiate horror fan bloodlust underlie message repugnant ',negative
'Fantastic_Four30.txt','more grist mill notion studio hit big red button other state panic ',negative
'Rock_the_Kasbah18.txt','deadpan gonzo amiable mess save grace curse laid-back riff oil spill story tangible movie latch mirage ',negative
'Burnt24.txt','sous-vide bag worthy mockery trap plastic air suck ',negative
'American_Ultra29.txt','combine sweet slack romance slick action flick sound jar ',negative
'Pan34.txt','joyless bomb imaginable way ',negative
'The_Last_Witch_Hunter10.txt','messy seam parade sidekick door new threat ',negative
'Hitman__Agent_4725.txt','dumb dirt generic agent trade brain bullet character windup toy ',negative
'Truth33.txt','condescending self-righteous sloppy bad film excuse ',negative
'The_Last_Witch_Hunter12.txt','watch last sit someone game coolness ',negative
'Rock_the_Kasbah23.txt','walk film have give base fume good work present more think more infuriate see something lazy familiar point ',negative
'War_Room5.txt','complaint emphasis prayer scintillate stuff watch ',negative
'The_Man_from_U.N.C.L.E.37.txt','chemistry lead nonexistent channel inner conflict joke funny ',negative
'Pan30.txt','begin very premise superhero need origin story orphanage boy handbook ',negative
'Hitman__Agent_4710.txt','plot high-tech fill hole smell last refrigerator content ',negative
'No_Escape28.txt','offensive make casual xenophobia something take something noxious kick enjoy ride ride great begin ',negative
'The_Man_from_U.N.C.L.E.36.txt','give several bad performance recent year big surprise man bad ',negative
'Our_Brand_Is_Crisis30.txt','political satire have hard time keep eccentric vaudeville take place cable news brand close ',negative
'Fantastic_Four39.txt','lousy script unfocused direction incoherent edit terrible special effect panick studio executive leave talented star muddle dull superhero origin story payoff ',negative
'Hitman__Agent_4716.txt','concern landscape building office subway station character lose cause interest show exotic architecture ',negative
'Hitman__Agent_4718.txt','agent austere European aesthetic mindlessness result guilty pleasure pleasure ',negative
'Pan23.txt','garish generic ',negative
'Captive15.txt','odd mix be sure full-tilt performance widowed play stone-cold killer turn cornered kidnapper spiritual thriller rise other fare ',negative
'Rock_the_Kasbah22.txt','way first act turn mushy third ',negative
'Maze_Runner__The_Scorch_Trials26.txt','trouble somebody mouth remind silly stuff lesser version teen titan industry copy copy copy ',negative
'Maze_Runner__The_Scorch_Trials24.txt','large predecessor last way cast scope set piece length more convoluted ',negative
'Underdogs4.txt','bad summer film low thing sink ',negative
'We_Are_Your_Friends28.txt','end original bit song ',negative
'Rock_the_Kasbah25.txt','look good acceptable alternate title film be script bad stereotype blow high ',negative
'The_Visit31.txt','cast strong set dull thud part effective aural design ungainly landing shock joke ',negative
'Sinister_216.txt','thing killer kid creative ',negative
'Captive12.txt','terrific chemistry work good film ',negative
'Paranormal_Activity__The_Ghost_Dimension9.txt','film ',negative
'War_Room9.txt','keep pray next film be good ',negative
'The_Transporter_Refueled13.txt','dreadful director English youngster role well-dressed ',negative
'The_Visit29.txt','dopey chilling uneasy mix horror dark comedy score few point category ',negative
'The_Perfect_Guy12.txt','lazy bear ',negative
'Pan33.txt','unpleasant experience ',negative
'Jem_and_the_Holograms11.txt','reduce teen girl empowerment vehicle show business cliche sacrifice value stardom film non-starter ',negative
'Burnt23.txt','stake low watch minute slug try crawl twig ',negative
'The_Transporter_Refueled17.txt','story body sleek curvy luscious body purr action ready let do anything hottie Audi ',negative
'The_Visit30.txt','script reality show shocker level game show compelling audience yell advice steer trouble spot writer-director hoary provocation ',negative
'Scouts_Guide_to_the_Zombie_Apocalypse10.txt','undo agitation umpteenth quip female body work smile sweet moment involve uniform trio ',negative
'Pan29.txt','joyless revisionism ',negative
'Rock_the_Kasbah28.txt','laugh few attempt feel-good catharsis fizzle elaborate performance endless rendition tribal elder flat ',negative
'Scouts_Guide_to_the_Zombie_Apocalypse12.txt','flick artless puerile shadow likes trilogy ',negative
'The_Green_Inferno15.txt','exploitation flick least interesting component gore cruelty expense other ',negative
'Fantastic_Four34.txt','someone forget put anything fantastic ',negative
'War_Room8.txt','turgid non-believer ridiculous ',negative
'Hitman__Agent_4721.txt','first feature film director blame pair screenwriter creation muddle mess lift fun set piece impressive commercial ',negative
'Scouts_Guide_to_the_Zombie_Apocalypse9.txt','gag puerile uninspired film be dream bunch tired wire insistence little invention ',negative
'Pan24.txt','dominant emotion desperation pander young audience seem respect understand trust ',negative
'Paranormal_Activity__The_Ghost_Dimension10.txt','climactic exorcism jamboree relief overwhelming dullness final segment put use last wheeze played-out series ',negative
'No_Escape22.txt','Asian character ruthless murderer anonymous collateral damage lot local die film order white family survive ',negative
'Crimson_Peak36.txt','film stylish marvelous vein narrative muck core ',negative
'Fantastic_Four19.txt','lightweight unnecessary attempt bring cinematic life lesser team ',negative
'Our_Brand_Is_Crisis33.txt','satire direct screenplay deficit wit wisdom focus filmmak expertise appropriate tone case study nothing start dubious idea make awful ',negative
'SPECTRE44.txt','license kill license kill new boss 24th film license bore bloated drag do ',negative
'Sinister_212.txt','retread such brainless shameless lameness imagine anyone beg installment ',negative
'Sinister_214.txt','moment convincing frightening ',negative
'The_Man_from_U.N.C.L.E.38.txt','threat mess movie be follow sequel enough make anyone cry uncle ',negative
'Jem_and_the_Holograms13.txt','nice unmemorable voice vapid storyline fantastic overtone Jem Hologram dimension flat control delete ',negative
'Minions33.txt','marketing engine minion powerful something design sell toy theme park ticket special can movie eyesore ',negative
'The_Man_from_U.N.C.L.E.39.txt','slow lethargic lack charm undeserving setting good trait ',negative
'The_Perfect_Guy9.txt','audience thriller imagine big audience be ',negative
'Truth32.txt','riveting saddle dialogue mention handful contrived domestic scene ',negative
'Jem_and_the_Holograms12.txt','saving grace direction inconsistent produce handful gorgeous image cruddy one ',negative
'Minions32.txt','highlight minion hear get get closing first time hear use movie try form rock band ',negative
'Fantastic_Four22.txt','direct script write less tale superhero beginning long opening sequence ',negative
'Sinister_210.txt','nothing close ode dark interior distinguish original ',negative
'Rock_the_Kasbah31.txt','enervate insult tough settle single pejorative abysmal do ',negative
'Hotel_Transylvania_218.txt','message need open-mindedness life love muddle slapdash plot take stand favor progressive value employ such feel-good idea unimaginative hyperactive adolescent slapstick ',negative
'SPECTRE47.txt','goofiness be intentional tell waver tone full thing bad thing come feel drill bit twirl skull ',negative
'We_Are_Your_Friends26.txt','do few month French house movement 1990s movie ideal track work heart-rate crowd friend break sweat ',negative
'Scouts_Guide_to_the_Zombie_Apocalypse16.txt','disregard rule establish alternative imagine only problem film prove thing being deprive intellect spirit grant living human team produce major studio motion picture ',negative
'War_Room6.txt','written sermon build same stereotype make rich ',negative
'The_Transporter_Refueled18.txt','ridiculous ',negative
'The_Transporter_Refueled22.txt','samurai code be ditch budget slash product placement up roof first threaten trilogy ',negative
'Fantastic_Four20.txt','people watch collection character trait attitude bring life actor think be hitch ride superhero movie gravy train sign ',negative
'Our_Brand_Is_Crisis28.txt','clumsy course crass humor sudden drama ',negative
'Fantastic_Four26.txt','fantastic get act ',negative
'The_Last_Witch_Hunter14.txt','helm excellent remake crazy film none lunatic flair ghastly previous film serve ',negative
'Maze_Runner__The_Scorch_Trials25.txt','set piece mind attraction build borrowed part gear reinforce young audience belief adult understand ',negative
'Rock_the_Kasbah24.txt','film groove circus act ',negative
'The_Last_Witch_Hunter13.txt','last restless thank untamed direction corral potion talk mythology rationale leap time anything entertaining ',negative
'Paranormal_Activity__The_Ghost_Dimension7.txt','be new novel way spark audience shiver homeowner use check bump night series patience inclination look ',negative
'Fantastic_Four31.txt','joyless ',negative
'Burnt26.txt','cheerless unappetize plate piffle be smash wall least send kitchen ',negative
'We_Are_Your_Friends29.txt','distance emotional depiction relationship friendship quartet ',negative
'The_Transporter_Refueled19.txt','chase special ',negative
'The_Last_Witch_Hunter19.txt','affair derivative script match flat direction fussy unconvincing ',negative
