% Ceci represente la classification de critiques de films en fonction de leur jugement.

@relation critiques
@attribute contenu string
@attribute classe {positive, mixed, negative}

@data
'preachy do n\'t begin describe mighty long-winded wincingly overwrought domestic ',negative
'steer clear ',negative
'well-meaning appeal intend spiritual be sluggish clinical largely dreary tend mistake ',negative
'bad special attempt rewrite be yet be tell effectively ',negative
'late fantastic cinematic be bad worthless ',negative
'most tedious come recent get lame lazy only offer be watch ',negative
'cheap abound include be more loud ',negative
'titular be now blank serve surround walk be run ',negative
'insofar be about really be about be gratuitous take staggering ',negative
'feel ',negative
'be special infuriate come bad talented ',negative
'largely inert be left be tedious horrible end spark ',negative
'be suck pop deliriously produce ',negative
'be bear pass spawn n\'t surprise be all just anyway wash rinse ',negative
'empty last overstuff leave hungry not more ',negative
'be make wheeze splutter profitable run ',negative
'be call frivolously scary scary scary ',negative
'be n\'t even bother commit own make most deeply cynical be ',negative
'be want recoil take seriously so be almost bungle make actively impossible ',negative
'empty be n\'t well-reasoned up look more clueless so-called social be try satirize ',negative
'be measure execute effectively satiate yet underlie be just so repugnant ',negative
'add more do n\'t hit big red other ',negative
'deadpan spice amiable be be save laid-back anchor need more tangible latch all get be ',negative
'ultimately feel find so worthy trap suck ',negative
'try combine sweet slack slick jar be probably be ',negative
'joyless fail just imaginable as well n\'t possibly imagine ',negative
'messy also show pass new develop ',negative
'dumb just as generic ',negative
'condescending self-righteous sloppy be simply bad be ',negative
'watch last be sit else play elude ',negative
'walk have give base purely good be present here more have think more infuriate be see lazy familiar ',negative
'lodge even dramatically be not scintillate watch ',negative
'begin very feel be n\'t do n\'t really need especially open borrow heavily ',negative
'be just high-tech fill smell last ',negative
'be just plain offensive not well make either take casual take crossbreed altogether more noxious then ask kick back enjoy do n\'t n\'t be n\'t great begin ',negative
'even well political have hard keep bizarrely eccentric currently take be n\'t even come ',negative
'lousy unfocused incoherent edit shockingly terrible special probably panick have leave talented muddle dull ',negative
'often seem be more concern be be lost lose long be show exotic ',negative
'take austere European combine be guilty ',negative
'careen helplessly garish generic ',negative
'odd be sure full-tilt widowed play stone-cold turn cornered help spiritual very slightly other more ',negative
'bluster ham first turn mushy third ',negative
'come open be remind be supremely silly overall much lesser ',negative
'large last be set unfortunately more also mean more convoluted ',negative
'memorably bad surely be as low sink ',negative
'though original fade as easily bleed ',negative
'come look especially good acceptable alternate be take bad sky high ',negative
'late be well cast strong set dull thud resound be n\'t effective aural be ungainly nearly ',negative
'say be creative ',negative
'achieve terrific perhaps work together again good ',negative
'still be not ',negative
'always keep pray next be little good ',negative
'mostly dreadful cast English well-dressed ',negative
'be dopey only mildly chilling uneasy dark score few ',negative
'be lazy bear ',negative
'thoroughly unpleasant ',negative
'reduce teen trot sacrifice be ',negative
'be so low be watch try crawl ',negative
'be sleek curvy luscious purr ready let do be ',negative
'put work compelling yell steer depend hoary ',negative
'be not too undo umpteenth female even work sweet involve uniform ',negative
'most joyless ',negative
'be few feel-good limply most elaborate especially endless tribal fall embarrassingly flat ',negative
'be artless puerile ',negative
'amplify least interesting gore ',negative
'forget put fantastic ',negative
'much follow be turgid ridiculous ',negative
'be first share be muddle be briefly lift never be more impressive ',negative
'be mostly puerile uninspired be dream tired wire have little ',negative
'dominant be frantically try pander young do n\'t seem respect understand trust ',negative
'climactic provide overwhelming final put be use overall feel last played-out ',negative
'Asian be either ruthless anonymous have die suggest white survive ',negative
'stylish look marvelous have narrative ',negative
'lightweight basically unnecessary once again bring cinematic lesser ',negative
'direct suffer filmmak appropriate be else start dubious make downright awful ',negative
'kill be also not kill lecture new 24th well be not bore as much bloated manage do ',negative
'such brainless shameless be hard imagine beg ',negative
'not be convincing frightening ',negative
'sure have nice unmemorable vapid fantastic transport be utterly flat delete ',negative
'be undeniably powerful be craftily design sell special be not be ',negative
'be certainly imagine big be really work ',negative
'imagine be riveting even be saddle not mention fairly contrived domestic ',negative
'be be so wildly inconsistent manage produce genuinely gorgeous cruddy ',negative
'far be hear get get credit first think have ever hear use otherwise be try form out ',negative
'direct write feel less very long ',negative
'come close literally figuratively dark distinguish ',negative
'enervate insulting be tough settle single abysmal do ',negative
'however be muddle slapdash ultimately care less take progressive do superficially employ such feel-good unimaginative hyperactive adolescent ',negative
'perhaps be intentional n\'t always tell waver be full oppressively bad come feel twirl ',negative
'hurt be do well just few ago French tell ideal work be never even get break ',negative
'establish imagine be far only do prove fairly handily even deprive grant team produce major ',negative
'be just clumsily written build same make rich ',negative
'be ridiculous ',negative
'have be ditch slash up be first threaten ',negative
'be watch only bring fitfully have mistakenly think be hitch sign misfire ',negative
'steer clumsy crass sudden ',negative
'be fantastic maybe someday get act ',negative
'helm excellent be back show lunatic ghastly previous so easily serve ',negative
'set bring mind build borrowed gear reinforce young just do n\'t understand ',negative
'quickly settle depressingly ',negative
'last be artlessly restless slog untamed never manage corral back forth remotely entertaining ',negative
'well be new novel spark inexplicably use check clearly have neither look anymore ',negative
'be nonexistent unsuccessfully try channel have so much inner become be n\'t funny ',negative
'be joyless ',negative
'cheerless unappetize deserve be smash least send back ',negative
'keep emotional particularly ',negative
'be nothing special ',negative
'be relentlessly derivative match flat fussy unconvincing ',negative
'sinister have so little first save see enough strain recall ',negative
'appear have hit dead run ',negative
'belong less ambitious creatively lack ',negative
'try pull stand inexpressive obviously tired perhaps be try play never allow love be snatch just look wish quit ',negative
'be so inflate moral become ridiculous shove fatten be ready be serve cold bland ',negative
'ill-conceived script play beloved ',negative
'sexist racist overlong dull visually ugly bad unfunny squander ',negative
'thin have be stretch be utterly see-through moralize ',negative
'turn familiar blockbuster comic do n\'t have clear new distinguish be rich trap basic wholly circumvent traditional ',negative
'only serve validate current reign ',negative
'be unholy jumble tone-deaf seemingly vital be introduce then inexplicably disappear never return superb disappoint rely old have use much good much good political come as ham-handed ',negative
'spongy be be be serious be also be ever be make think too much feel too much be leave do n\'t so much tell ',negative
'old include amiably enough few here be n\'t enough make come together satisfying ',negative
'good lead get swallow grow progressively more muddle tedious ',negative
'rock be pander poorly assemble think be play fair Afghan popular only manage add countless other inflict be bad be screen ',negative
'good be be literary feature be terrifying render toothless here ',negative
'perfect lame lazy strand good result look great feel less so ',negative
'be put ',negative
'begin reasonable be all likely be curious do unreasonable ever after ',negative
'make forget ',negative
'be schlock write own mutter dusty be dead too just do n\'t know yet ',negative
'do n\'t get much dreggy dreadful creepily exploitative would-be be too silly stupid be as offensive frequently come close be ',negative
'be aggressively awful rub lackadaisical dull filmmak bore almost dare ask back ',negative
'here seem be replace startle shocked be contrary not ',negative
'be bizarrely retrograde imply work only need cuddly make be soft soft ',negative
'bottom be be work here speak interpersonal engage do ',negative
'be only late go marital turn somewhat more authentic help restore well ',negative
'have find make special instead be leave exasperatingly bland almost generic ',negative
'do n\'t expect be deep least be dazzle seductive aside stunning feel overcompensate dutiful ',negative
'check play harrumph look exactly realize be n\'t try hard do ',negative
'be tedious soulless relatively trim seemingly never-end ',negative
'prove still act even be have offer ',negative
'good say be play geld fatal lack dangerous play too safe want ',negative
'clear tell real actual never get ',negative
'seemingly be do last run other create unfortunately heavy-handed humorless be allow be little goofy ',negative
'fantastic be so mediocre seem ',negative
'goofy n\'t claim same substitute plot more graphic ',negative
'be gifted n\'t be blame industrial filmmak go wrong elaborate be usually ',negative
'be main enjoy last be buy immortal ply also have swallow bury underwhelming ',negative
'really move n\'t help rancid ',negative
'special look cheap be wooden shout consist largely throwaway let be do be off ',negative
'only be more be hole wait save ',negative
'be be care less about dubious ',negative
'have few emerge shift be not enough make care keep third be ',negative
'superior edit be enormous thrill be find here unfortunately be all be reprehensible ',negative
'genuine completely southeast Asian be exactly Asian else be nameless equally nameless ',negative
'even ignore be pretty much impossible be artless ',negative
'be watch predominantly empty anonymous scarcely count jolt mount ',negative
'rich be unremarkable otherwise ',negative
'enjoy rancid red depend not just also sloppy ',negative
'be have early ',negative
'ultimately sink be have previously come new ingenious frighten familiar suddenly pop accompany loud sound be real ',negative
'do n\'t love melancholy wear thin good be pretty close bad include unscathed ',negative
'high-speed extravagant be as punctilious little uptight ',negative
'complete settle second mundane dramatic sensory whatsoever ',negative
'clumsy write direct turn implausible intriguing generational reflect dimly old young alike ',negative
'hinge save get be get remarkably little ',negative
'finish early be go save ',negative
'perhaps be good be do n\'t try appeal own few have see ',negative
'be as pointless treat advanced ',negative
'do n\'t help stage have bury ',negative
'actually go buy last be gonna say be n\'t let pay see be ',negative
'be slow lethargic utterly lack undeserving be good ',negative
'be wooden need ',negative
'even late logical filmmak undercut be less acceptable however be be unaccountably weak sort concern demonic ',negative
'merely exude cheap be simply ask rank accordingly ',negative
'channel inner find have do continued universal scab add soil ',negative
'be fine forfeit be vague be hang ',negative
'unfortunate do embarrassing decades-old be frightful involve ',negative
'be certainly enough dopey here last be considerably more be even most extravagant be hamper desultory plot oppressively synthetic ',negative
'be leave real religious emotional captive up build big ',negative
'stunningly misjudge stretch strain deadpan snap be singularly unfunny often infuriate ',negative
'be just deadly dreadful loud obnoxious convoluted irritate horrible dumb ',negative
'first deliver unexpected make brood magnetic reliably kinetic be inferior scowl lack coil ',negative
'signal transform abusive loving fully functional ',negative
'ultimately deliver be rather well ',negative
'be give grand old fresh unusual emerge good simply play two-dimensional rather one-dimensional ',negative
'trapped be maul come as believably scary ',negative
'cheap just feel ',negative
'complete joyless pointless fundamentally idiotic ',negative
'be clear be try say brave new social social public be garble come wrap just be n\'t truly scary suspenseful be real though ',negative
'do n\'t deliver own do n\'t so much enhance fly demonstrate little go craft back ',negative
'fantastic be so bereft expect play drawn-out upcoming ever watch again ',negative
'render miraculous dull seem relatively uninterested do more preach ',negative
'hope leave shellshock blissfully stone perfect aggressively repulsive be queasy bad avoid ',negative
'not be as brazenly offensive not as spectacularly inept be still awful offer force superficial half-baked ',negative
'be unquestionably commit give female let eat too ',negative
'fail utterly bomb completely so even be do n\'t count ',negative
'grittily propulsive filmmak solid aside be no escape pander ',negative
'be honest be not noticeably stupid other ',negative
'be sloppy disconnected rehash lazily reverse-engineer be like happily pay see ',negative
'offer extreme unlikable seriously confuse be poorly sketch ',negative
'take weak do high even go scout anymore barely use anyway ',negative
'never find own ',negative
'good have likely be be essentially find reside dreary familiar pave painfully good ',negative
'all sound rather dull be be ',negative
'take pause unconvincing speechify Western abroad get infuriate ',negative
'take appeal explain turn deeper more dramatic be ',negative
'even be n\'t deal be contemptuous rapidly become tiresome ',negative
'speak flat earnest determinedly low-keyed border openly not give ',negative
'little else musical otherwise happen be ',negative
'have work have smart miss begin feel sorry be really too old be play have little not like get kinky raucous ',negative
'have professional sheen peddle not just make dull ',negative
'good walk be tedious nowhere special ',negative
'lose have be dim deadly take ever ',negative
'be solid competent n\'t fault seek little female romantic ',negative
'be just slightly less dull disavow least seem less active do n\'t turn inherently interesting ',negative
'have give several bad recent see rather do n\'t big be be even bad ',negative
'leave amaze amaze be n\'t ',negative
'too operatic own same flawed echo rough define iconic ',positive
'grim unforgive remain ',positive
'base true fill stunning feature more good deliver solid be high-altitude leave drain ',positive
'tell acutely sensitive be less off-putting more authentic grossly underrepresent American ',positive
'be name be solid be big be beautiful be terrifying be merciless ',positive
'musical throb allow be maintain ',positive
'essentially make big good ',positive
'anchor great mix weird huge be most purely enjoyable ',positive
'be here maybe be cynical maybe be true be bleak sometimes powerful deliver blunt ',positive
'capture alarming make complete stress most righteous downplay youthful as well flagrant ',positive
'also ignore famous be work lower-profile trust be good touch ',positive
'play have be run ',positive
'even glossy new remain ',positive
'well yet be make look take away ',positive
'little be too earnest be stone too quirky be therein lie exist entertain own oddball optional ',positive
'have create be not just lovely look integral be try express ',positive
'tightly pack ',positive
'give real human allow propulsive breathe be stellar good ',positive
'succeed admirably own more so think never really transcend do n\'t lie ',positive
'be be define be n\'t interested provide safe want comfortable spend be edgy exhausting most breathe toss sleepy ',positive
'heavily autobiographical be ideally cast skillfully handle ',positive
'make Martian be ',positive
'be good solid well-executed more less ',positive
'breathtakingly gorgeous well act walk be have choose solid fictionalize say go ',positive
'be weird big cheap have see be ',positive
'be hardly essential be tense riveting abroad check settle pretty good ',positive
'be only n\'t shoot high around sicken travel get much climb be shoot watch believe ',positive
'turn just askew enough be funny train bemused ripe ',positive
'deliver exactly promise cut most innocuous ',positive
'need n\'t have even approve pursue appreciate honest forthright present strip most basic emotional be timeless universal ',positive
'be sophisticated yet innocent always accessible young never suffer straightforward breezy easy follow fun enjoy ',positive
'be unapologetically stirring solve even most daunting rational be basically human ',positive
'die luckily be almost non-stop ',positive
'enormously entertaining ',positive
'feel beautifully meticulously craft half-finished admire still come feel have be deprive ',positive
'be have play many have limit professional nail sound just expect sound ',positive
'underplay many do n\'t realize good be be over ',positive
'be n\'t bear debut cleverly capture make ',positive
'walk be broadly write first be save arguably supersede entirely nerve-wracking majestic spectacular ',positive
'do luckily do n\'t probably take grant make work timely live now faint n\'t be not ',positive
'have be plenty mountaineer last few suffer simply be as realistic be occasionally tell be be still aware gut be not actually film ',positive
'keenly focus demonstrate be impressive ',positive
'walk do n\'t have however be narrative other ',positive
'have somehow manage kick even more ',positive
'narrative do n\'t re-create full glorious rather edit together surreptitiously snap dizzying truly be magic ',positive
'study mannered true be once remarkably genuine deeply cinematic same be good ',positive
'have particular be big fizzy be go walk put likely linger ',positive
'secret dress impeccably banter have exceptionally cool be almost instantly forgettable be ',positive
'give most emotionally block ',positive
'walk be visionary ',positive
'great be strut long take ',positive
'be historical whitewash less noxious harmful customary American like be most measure most adult ',positive
'be not pretty capture few do ',positive
'succeed wonderfully offer rare rarify compel make see large oversized actual ',positive
'be potent largely successful make be tell ',positive
'go include be prepare intense moral do n\'t conform ',positive
'basically uphold not condone be worth see mostly consume ',positive
'walk feel as have walk be agitate exhaust be squirm wince few even have close just find ',positive
'strong have right do n\'t quite make perfect ',positive
'come do n\'t want feel have watch want understand have just watch want be entertain also want icy whipping sting ',positive
'do not collapse own be keep steady next ',positive
'also confront modern frighten surprise familiar same ',positive
'be good n\'t quite annihilate make more light-hearted too often feel be channel other here be there be ',positive
'most other sprint expository bluster last be measure enough make want suspend ',positive
'debut write have great forward wring ',positive
'scary expertly blend jittery ',positive
'directorial be incisive universal very specific detailed ',positive
'be enjoyable head oddly sinister secret uncertain be Mexican be Colombian be be approximately scary ever ',positive
'probably be n\'t less carry more imaginary generate be fleeting often beautiful ',positive
'be undeniably be also timeless transform angry profane vibrant singular personal ',positive
'smash cradle-to-grave guess have call ',positive
'be good be fluid indistinct ',positive
'fairly good extremely gruel as far go track true-life battered high yet somehow do n\'t go far enough ',positive
'mildly entertaining well act sumptuously photograph smartly write dark culinary only be call delicious see then check ',positive
'solid uplift do n\'t extend perhaps make historical be not quite so untainted ',positive
'rousing have appealingly old-fashioned be doubt devise visually arresting speak far well ',positive
'realize more modest other be still absolute sophisticated detail counterbalance crude visual ',positive
'really set apart be pander short be sneak ',positive
'be wrap political ',positive
'first be second good third though retroactively diminish precede ',positive
'charming clever ',positive
'be not sure leaven be right enigmatic world-weary provide least very dark ',positive
'have tamp youthful stay away grownup however foolish demand equal provide acquire be explain mere ',positive
'be clever know late wonder aloud get drunk take be small break fourth slight smart ',positive
'be hard not be excite yet workmanlike be solidly engaging fall short lofty be worth see not good ',positive
'never lose immediate straight close ',positive
'play be political be easily well female last ',positive
'most appear allow admittedly long do go badly sappy end American give be inevitable just n\'t help ',positive
'down dirty base be thrill ',positive
'do n\'t go hard be nice think be get maybe think n\'t handle ',positive
'prove successful old new no matter emotional ultimately never lose fretful contend ',positive
'mean be sensational most gripping covert ago ',positive
'pretty much perfect scary ',positive
'be funny gracious ever make wonderful comic have probably have tackle earlier ',positive
'still be fellow find satisfying combine jog broad ',positive
'straight be hugely entertaining work good do n\'t look too closely just listen ',positive
'replicate balance be cheerful nasty ',positive
'often fail capture be not ',positive
'commanding scowl give involve elaborate staunch much well straightforward ',positive
'be pure cinematic ',positive
'race high finish electric complement highly theatrical ',positive
'turn secret tense often disarmingly funny ',positive
'do n\'t do be make different be let happen define ruin ',positive
'be all big dumb broad visible away work matter be fantastic invest central ',positive
'play lower key vintage impossible be good great ',positive
'be incomprehensible lay not exactly original make entertaining ',positive
'be too much goofily good ',positive
'unfold seem impossible sustain let alone build somehow manage do just that be creep coil suffocate ',positive
'be less rule ',positive
'deliver here be entirely different have come expect recent share true so incredible literally be see be believe as oppose imaginary full impossible ',positive
'be impatient be n\'t hurry seduce creepily erotic perfect ',positive
'lack be sinister magnetic real distinctive not mention more mesmeric usually expect workmanlike ',positive
'breezy touching dysfunctional real genuine musical ',positive
'be watch make happen be up have use good be stirring spectacular devastating subtle final ',positive
'occasionally get little overcrowd particularly sticky final have certain timeless keep bounce back ',positive
'sometimes stumble vast self-serving make keep ',positive
'covertly brawny have click tight fourth pair again examine furtive issue masterful ',positive
'kick wonderful show tell primarily be there other work good ',positive
'young have too unsinkable uninhibited find little make bad ',positive
'even be less satisfying be rank good ',positive
'be not ',positive
'turn blockbuster almost avant-garde exhilaratingly attune do same be subtle meticulous 3D ',positive
'impressively design also keep kick ',positive
'argue do n\'t offer many be innumerable delightful small even more infectious ',positive
'great silent create concrete be animate build elaborate involve everyday transform sometimes entrap properly manipulate provide achieve ',positive
'dramatic find somewhere drill ',positive
'be tough find even aspire entertainingly fill ',positive
'go smart click uniformly packed manage not feel overly long social be timeless ',positive
'sprawling overstuff formulaic highly entertaining pop ',positive
'observe underlay keep then let require pay big here far more convincing previous big public be unexpected very welcome good ',positive
'as uneven be last have craft super promising evoke unlock secret teenage let live special little ever so briefly ',positive
'be film use look most never see ',positive
'make fine adept first-rate doltish be start yield satisfy even memorable try build fall apart ',positive
'be be funny sad scary sweet disturbing revelatory ',positive
'be consummate gifted smooth strong subtle political be potent unexpected ',positive
'have come unoriginal actually work demonic ',positive
'underwritten be refreshingly seem little lose ',positive
'pull punch represent perfect cerebral visceral all bring ',positive
'be refresh old-fashioned entertain silly combine gentle ',positive
'be propulsive iconoclastic democratise personal be dispiriting capitalistic leave ironically upbeat ',positive
'be so fascinating be truly turn solve chief stick manage be so funny interesting infallibly likable be invest ',positive
'still know not just hold grab even current need more need ',positive
'deliriously pitch be ambitious deeply captivate high ',positive
'be astonishingly brilliant be not break ',positive
'be tremendous ',positive
'revisit pop multiracial adopt suburban have make stylish musical ',positive
'do n\'t have grand watch be suffer fractured funny need be reset ',positive
'be just too much good be carefully wrought be little be connect be bumpy inelegant entertain sure hard love ',positive
'refreshingly be n\'t so much be back be complete complete cripplingly hilarious feature being ',positive
'be more technically elaborate have ever receive be also gentle more other be also neat grant no see permanent render more vividly ',positive
'refresh memorably strange premise almost entirely accept grown-up long ensure ',positive
'believable hopeful tender delightful be increasingly rare truly make be confident healthy feminine ',positive
'be ultimately frustrating have need be modern have need make do n\'t need explain just be ',positive
'manage be smart moving hilarious single ',positive
'get several right fail find make average relate ',positive
'sympathetically personify be worth fight British be surprisingly comic portray Russian quietly steadfast different ',positive
'highly entertaining sometimes inspire be more perhaps most memorable sardonically test tease secret be basically be famous be funny ',positive
'spooky be much funny colorful more original be second around ',positive
'buoy have crack open recall marginally simple still chaotic be just take ',positive
'centrally incorporate excel suffer frequently recall ',positive
'make feel creep professional however unfair argue have be watch polished come apart catch spiral ',positive
'underrate out have make tight tense be pretty pepper spicy ',positive
'have brassy justified own narrative ',positive
'grown feel reactionary bully instead come clever humane even be make ',positive
'spectacular Italian jazzy vehicular finally go somewhere third riff few stylistic mesmerize clever more ',positive
'be neglect awe-inspiring be feel be unfortunately populate be never more ',positive
'luck get play make lose hilarious just kill ',positive
'be glossy real make creepy look here be not ',positive
'be help scale down make personal be be filmmak soar aerial red be answer intimate ',positive
'deliver genuine leave open ',positive
'genuinely like be interested feel as remake be suburban ',positive
'concern dawn run be rare be be terrific ',positive
'say be good here be grave ',positive
'be bad bad do late ',positive
'be good get dangerously real struggle justify back make poor ',positive
'be few loose be faithful necessarily less detailed be ',positive
'be hard deny hedonistic play various special generally worth ',positive
'have take get new thankfully resemble put be good be n\'t ',positive
'be orchestrate be particular out be keep ground keep tight small be complex fit Byzantine obscure ',positive
'seem want most respectable be notice ',positive
'here be have silly be most genuinely enjoyable likable longtime take direct have put do n\'t know irreconcilable ',positive
'work seem overwhelm fail make care ',positive
'give adorable lead big-city be most pure visual be go see ',positive
'be tactile rich sensory be almost suffocate ',positive
'new be pure cubic do n\'t mean n\'t be out ',positive
'be morally complex sometimes uncomfortably close also lushly bawdy funny package together astonishing cinematic first-time ',positive
'vigorous be play crucial ',positive
'tiptoe away keenly observe do n\'t know secure ',positive
'perilous central be destine not make say be old do n\'t feel be good ',positive
'be not be go see right be animate provide mini fourth little star super simian beautiful human be amusing mainly tell lie deep ',positive
'so purely entertaining almost forget scary be be extremely funny ',positive
'be after here be not have succeed make wildly entertaining ',positive
'find graceful pay not only lose love so much ',positive
'not bad wake bring not special ',positive
'create convincing be astonishing be willing forgive less delicate totally compelling be like ascend be very next ',positive
'full non-stop intriguing new classic old-fashioned swashbuckling lead be charming ',positive
'have uncover know funny ',positive
'be rare present female not only be unique also ',positive
'harness magnify sheer more compensate lumbering lade cloy strained ',positive
'witty eleventh be good last be good recent combine script good early ',positive
'be world-class ',positive
'maybe have be enough even slow have burn ',positive
'provocative intelligent just underwhelming be inspire same play as start ultimately be n\'t up ',positive
'turn be false revile genuflect be still imply demand deserve have offer be not be heroic ',positive
'passable offer occasional real ',positive
'be explicit frequent pretty much cover accompany have ever get away adapt such frank ',positive
'be riveting understand ',positive
'be bloody attach be violent brash inventive horrific perhaps most romantic ',positive
'true semi-autobiographical have loosely structured unfiltered young ',positive
'straight often entertaining dynamic ultimately feel as mean act cinematic rest celebrate not only successful trailblazing help define hip ',positive
'dominate rarely have catch collective have give attempt unconventional be arguably only work stellar ',positive
'tickle very young have roughly twice many ',positive
'be have be do well earlier sometimes be do all too rarely nowadays make feel refresh ',positive
'be loud colourful busy full not work most be bold be winningly eccentric ',positive
'be not much rage suit play prove be world-class ',positive
'be not exactly feel-good get very particular do ',positive
'be ultimately be rich almost tactile be astonishing ',positive
'start end impassioned be spectacular final be be real ',positive
'be require achieve even small be do n\'t notice ',positive
'be miss be unexpected emotional sustain less sentimental ',positive
'bold pay jettison altogether tell whole goofy sound so silly make be contagiously cute ',positive
'odd propel shamble aim more easy ',positive
'entertaining be n\'t just be perfect first preschooler ',positive
'commercial deliver smart even adhere relatively simple feel-good aim more play safe be brainy stick familiar more ',positive
'be note be perfect ',positive
'here be be lurid ghastly immensely enjoyable frequently spectacular also thin less substantial want be eat ',positive
'now middle no longer believe be introspective great ',positive
'energetic never manage transcend appear credit fare good ',positive
'marvelous technical finally get ',positive
'formidable technical have go inner ',positive
'make be worth be convey actual ',positive
'do n\'t look display same bring ',positive
'be be predictable sometimes tacky be unflagging plentiful make host bring skillfully modulate ',positive
'superior together put be tough not get swallow ',positive
'new make satisfying final even turn be less ',positive
'ice-cold dead demonic n\'t read be up then run be give be get riveting ',positive
'animate be irreducible be wry get first outsized ridiculous beautiful ',positive
'sharp slick be end feel more interested ',positive
'sweet likable pull too many qualify cathartic even memorable instead be calculated earnestly defange ',positive
'expand be smart engross procedural carefully observed particularly intriguing heretofore overlook American ',positive
'call mind not necessarily think important seamy sweaty subtly slip mix most satisfying ',positive
'be use sometimes do n\'t live walk be different 3D particular be so astonish practically wipe go be learn once be be free be contagious ',positive
'be frustratingly unsatisfy ',positive
'disappoint look more awe-inspiring big surreal many be make never want look again ',positive
'as much do comic infuse even most ebullient ',positive
'be sure have own young be little make stop somewhere ',positive
'really truly work not necessarily intelligent mainstream have supposedly forget craft be creative as well be enough make almost grateful ',positive
'be swell come together as beautifully do also be churlish not appreciate do have not talk definitely walk be grateful ',positive
'be have see be n\'t much make live impromptu end wrestle be see ',positive
'first know be young British be staggeringly good ',positive
'playful absurd endearingly inventive unstoppably amusing remind be current golden ',positive
'here make master heady high-end high-stakes ',positive
'be leave itch tell see turn solve ',positive
'inter-American have serve more few have be as powerful superbly make ',positive
'mesmerize brace form critical misfire be chief be much else recommend sober sprawling deeply engross complex play equally impressive ',positive
'be unusual pure rough bolster good cast be not fuss ',positive
'honest personal even tricky ',positive
'narrative quickly kick as well sharp more importantly indulge unabashed stoke demonstrate raucous ',positive
'downplay conventional inherent emphasize practical be address rational rather selfish ',positive
'genuinely insightful truly funny physical small allow get know like half-dozen supporting grow ',positive
'be first have add truly fresh old street-level ',positive
'predictably impeccable tonal help bring aid strong especially give otherwise reverent just right ',positive
'have make bright contemporary American work hard make look effortless ',positive
'beautifully murky hard-edged quite simply good ',positive
'good so far lively more disloyal cram be increase proper even be well earn ',positive
'make easy young all understand be undeniably intend demographic ',positive
'final do n\'t transcend emotionally gold be not unyieldingly oppressive underlie ',positive
'be so intent portray not come little soft be probably ',positive
'be make now great be tell own own soaringly alive ',positive
'walk serve terrific exceptionally durable ',positive
'be meticulously craft artful write torrential act superb yet be obvious be n\'t satisfactorily answer do do ',positive
'be be brainy meld genuine rare actually make feel smarter watch ',positive
'fulfill be ',positive
'do n\'t fall apart second exactly do settle less ',positive
'amaze look amaze listen yet just underwhelming really think about Mexican be superlatively strong conceivable ',positive
'turn be absolutely delightful ',positive
'be overlong sanitize succeed present important contemporary American mainstream ',positive
'be not surprising take do do n\'t cast rather not expect side ',positive
'be sweet funny smart genuine simple timeless ',positive
'want feel be up live do conjure breathtaking walk remember ',positive
'be mindless enough make pass painlessly just do n\'t examine too closely ',positive
'be uncommonly bold expressly design frustrate want see strong deliver righteous kick here be instead root provide much more valuable ',positive
'short sweet charming often very funny have essentially intelligible do n\'t need ',positive
'be most comforting ',positive
'be condense hit high provide recognizable essentially act great sink second otherwise compelling funny extremely entertaining beat own ',positive
'around great have be pay scale back substantial give ample return more sink pleasing ',positive
'frequently very funny undeniably aim young true be too mild-mannered win new be go please be already fond underlie be big hit ',positive
'be simultaneously most charming most daring human ever conduct be back fictional be pass next solely ',positive
'be be market sober straightforward home superimpose be instead smart exhilarate often disarmingly funny classic ',positive
'straight be undoubtedly being be take be loud stylish ',positive
'all add terrific bias thoroughly compelling very American utterly modern musical ',positive
'strong emphasize ',positive
'walk last least be dazzling particularly even so most luminous be ',positive
'feel lose do n\'t worry be all be lose all become clear eventually ',positive
'too once enjoy small come be well bad too much good ',positive
'make matter have comprehend real impossible teach same ',positive
'be most traditional little have else ',positive
'be wonder believe be convincing be here sound be ready open ',positive
'wish have do more analyze barely exist certified ',positive
'contemporary historical also be funny most exhilarate flat-out good ',positive
'feel less cautionary classy much more ',positive
'not fatal be narrative final ',positive
'be unspoken iconic let feel be like tread only dare ',positive
'overcome ',positive
'be never so hypocritical so banal so evil ',positive
'combine dizzying taut ravish musical be ',positive
'as entertaining be do n\'t exactly further have be stale be promise though be unlikely ',positive
'inner appear be dazzling be naked ',positive
'not phenomenal especially compare still hit ',positive
'be genuinely be not write just yet smirk mischievous ',positive
'really smart really smart await be ridiculously entertaining say user-friendly ',positive
'want be amiable charming big warm be ',positive
'seemingly flawless have be more convey just bloodthirsty be excel be stellar keep move ',positive
'especially superior first have loose comic see would-be ',positive
'perhaps most importantly not only do stress use solve also make base scientific just exciting even more unpredictable usual problem-solve involve then blow up ',positive
'be n\'t whole old now be n\'t old now too ',positive
'have go n\'t say be not more be just tedious say already ',positive
'be n\'t bad just slightly disappointing ',positive
'honest too ',positive
'be deeply silly uproariously entertaining almost feel guilty enjoy all quite so much almost ',positive
'be all lack be make relatable have spend ',positive
'be believe deeply be ',positive
'have be more compelling less tough ',positive
'offer energetic incorporate creative bring thumping electronic cinematic ',positive
'be wild relentlessly sheer anything-goes be glorious ',positive
'begin never dig be tell flat ',positive
'craft lean humanize ',positive
'be smart hugely entertaining bristle crackle creative be not be standard ',positive
'be unsettling not just contentious moral just radical realistic female sexual still be ',positive
