% Ceci represente la classification de critiques de films en fonction de leur jugement.

@relation critiques
@attribute contenu string
@attribute classe {positive, mixed, negative}

@data
'flat earnest determinedly low-keyed openly not ',negative
'little else musical otherwise ',negative
'smart sorry really too old little not kinky raucous ',negative
'professional sheen not just dull ',negative
'good tedious nowhere special ',negative
'dim deadly ever ',negative
'solid competent n\'t little female romantic ',negative
'just slightly less dull least less active n\'t inherently interesting ',negative
'several bad recent rather n\'t big even bad ',negative
'n\'t ',negative
'too operatic own same flawed rough iconic ',positive
'grim ',positive
'true stunning more good solid high-altitude ',positive
'acutely sensitive less off-putting more authentic grossly American ',positive
'solid big beautiful terrifying merciless ',positive
'musical ',positive
'essentially big good ',positive
'great weird huge most purely enjoyable ',positive
'here maybe cynical maybe true bleak sometimes powerful blunt ',positive
'alarming complete most righteous youthful as well flagrant ',positive
'also famous lower-profile good ',positive
'',positive
'even glossy new ',positive
'well yet away ',positive
'little too earnest stone too quirky therein own oddball optional ',positive
'not just lovely integral ',positive
'tightly ',positive
'real human propulsive stellar good ',positive
'admirably own more so never really n\'t ',positive
'n\'t interested safe comfortable edgy exhausting most sleepy ',positive
'heavily autobiographical ideally skillfully ',positive
'Martian ',positive
'good solid well-executed more less ',positive
'breathtakingly gorgeous well solid ',positive
'weird big cheap ',positive
'hardly essential tense riveting abroad pretty good ',positive
'only n\'t high around much ',positive
'just askew enough funny bemused ripe ',positive
'exactly cut most innocuous ',positive
'n\'t even honest forthright most basic emotional timeless universal ',positive
'sophisticated yet innocent always accessible young never straightforward breezy easy ',positive
'unapologetically stirring even most daunting rational basically human ',positive
'luckily almost non-stop ',positive
'enormously entertaining ',positive
'beautifully meticulously half-finished still ',positive
'many professional just ',positive
'many n\'t good over ',positive
'n\'t cleverly ',positive
'broadly first arguably entirely nerve-wracking majestic spectacular ',positive
'luckily n\'t probably timely now faint n\'t not ',positive
'plenty last few simply as realistic occasionally still aware gut not actually ',positive
'keenly impressive ',positive
'n\'t however narrative other ',positive
'somehow even more ',positive
'narrative n\'t full glorious rather together surreptitiously dizzying truly magic ',positive
'mannered true once remarkably genuine deeply cinematic same good ',positive
'particular big fizzy likely ',positive
'secret impeccably exceptionally cool almost instantly forgettable ',positive
'most emotionally ',positive
'visionary ',positive
'great long ',positive
'historical less noxious harmful customary American most most adult ',positive
'not pretty few ',positive
'wonderfully rare large oversized actual ',positive
'potent largely successful ',positive
'intense moral n\'t ',positive
'basically not worth mostly ',positive
'as few even just ',positive
'strong right n\'t quite perfect ',positive
'n\'t just also icy whipping ',positive
'not own next ',positive
'also modern familiar same ',positive
'good n\'t quite more light-hearted too often other here there ',positive
'most other expository last enough ',positive
'great forward ',positive
'scary expertly jittery ',positive
'directorial incisive universal very specific detailed ',positive
'enjoyable oddly sinister secret uncertain Mexican Colombian approximately scary ever ',positive
'probably n\'t less more imaginary fleeting often beautiful ',positive
'undeniably also timeless angry profane vibrant singular personal ',positive
'cradle-to-grave ',positive
'good fluid indistinct ',positive
'fairly good extremely as far true-life battered high yet somehow n\'t far enough ',positive
'mildly entertaining well sumptuously smartly dark culinary only delicious then ',positive
'solid n\'t perhaps historical not quite so untainted ',positive
'rousing appealingly old-fashioned visually arresting far well ',positive
'more modest other still absolute sophisticated crude visual ',positive
'really apart short ',positive
'political ',positive
'first second good third though retroactively ',positive
'charming clever ',positive
'not sure right enigmatic world-weary least very dark ',positive
'youthful away grownup however foolish equal mere ',positive
'clever late aloud drunk small fourth slight smart ',positive
'hard not yet workmanlike solidly engaging short lofty worth not good ',positive
'never immediate straight ',positive
'political easily well female last ',positive
'most admittedly long badly sappy American inevitable just n\'t ',positive
'down dirty ',positive
'n\'t hard nice maybe n\'t ',positive
'successful old new no emotional ultimately never fretful ',positive
'sensational most gripping covert ago ',positive
'pretty much perfect scary ',positive
'funny gracious ever wonderful comic probably earlier ',positive
'still fellow satisfying broad ',positive
'straight hugely entertaining good n\'t too closely just ',positive
'cheerful nasty ',positive
'often not ',positive
'commanding staunch much well straightforward ',positive
'pure cinematic ',positive
'high electric highly theatrical ',positive
'secret tense often disarmingly funny ',positive
'n\'t different ',positive
'all big dumb broad visible away fantastic central ',positive
'lower key vintage impossible good great ',positive
'incomprehensible lay not exactly original entertaining ',positive
'too much goofily good ',positive
'impossible alone somehow just that ',positive
'less ',positive
'here entirely different recent true so incredible literally as imaginary full impossible ',positive
'impatient n\'t creepily erotic perfect ',positive
'sinister magnetic real distinctive not more mesmeric usually workmanlike ',positive
'breezy touching dysfunctional real genuine musical ',positive
'up good stirring spectacular devastating subtle final ',positive
'occasionally little particularly sticky final certain timeless back ',positive
'sometimes vast self-serving ',positive
'covertly brawny tight fourth again furtive masterful ',positive
'wonderful primarily there other good ',positive
'young too unsinkable uninhibited little bad ',positive
'even less satisfying good ',positive
'not ',positive
'blockbuster almost avant-garde exhilaratingly same subtle meticulous 3D ',positive
'impressively also ',positive
'n\'t many innumerable delightful small even more infectious ',positive
'great silent concrete elaborate everyday sometimes properly ',positive
'dramatic somewhere ',positive
'tough even entertainingly ',positive
'smart uniformly packed not overly long social timeless ',positive
'sprawling formulaic highly entertaining pop ',positive
'then big here far more convincing previous big public unexpected very welcome good ',positive
'as uneven last super promising secret teenage special little ever so briefly ',positive
'most never ',positive
'fine adept first-rate doltish even memorable apart ',positive
'funny sad scary sweet disturbing revelatory ',positive
'consummate gifted smooth strong subtle political potent unexpected ',positive
'unoriginal actually demonic ',positive
'underwritten refreshingly little ',positive
'perfect cerebral visceral all ',positive
'old-fashioned silly gentle ',positive
'propulsive iconoclastic personal dispiriting capitalistic ironically upbeat ',positive
'so fascinating truly chief so funny interesting infallibly likable ',positive
'still not just even current more ',positive
'deliriously ambitious deeply high ',positive
'astonishingly brilliant not ',positive
'tremendous ',positive
'pop multiracial suburban stylish musical ',positive
'n\'t grand fractured funny reset ',positive
'just too much good carefully wrought little bumpy inelegant sure hard ',positive
'refreshingly n\'t so much complete cripplingly hilarious being ',positive
'more technically ever also gentle more other also neat no permanent more vividly ',positive
'memorably strange almost entirely grown-up long ',positive
'believable hopeful tender delightful increasingly rare truly confident healthy feminine ',positive
'ultimately frustrating modern n\'t just ',positive
'smart moving hilarious single ',positive
'several right average ',positive
'sympathetically worth British surprisingly comic Russian quietly steadfast different ',positive
'highly entertaining sometimes more perhaps most memorable sardonically secret basically famous funny ',positive
'spooky much funny colorful more original second around ',positive
'open marginally simple still chaotic just ',positive
'centrally frequently ',positive
'professional however unfair polished apart ',positive
'out tight tense pretty spicy ',positive
'brassy justified own narrative ',positive
'grown reactionary instead clever humane even ',positive
'spectacular Italian jazzy vehicular finally somewhere third few stylistic clever more ',positive
'awe-inspiring unfortunately never more ',positive
'hilarious just ',positive
'glossy real creepy here not ',positive
'down personal aerial red intimate ',positive
'genuine open ',positive
'genuinely interested as suburban ',positive
'rare terrific ',positive
'good here grave ',positive
'bad bad late ',positive
'good dangerously real back poor ',positive
'few loose faithful necessarily less detailed ',positive
'hard hedonistic various special generally worth ',positive
'new thankfully good n\'t ',positive
'particular out tight small complex Byzantine obscure ',positive
'most respectable ',positive
'here silly most genuinely enjoyable likable longtime n\'t irreconcilable ',positive
'',positive
'adorable big-city most pure visual ',positive
'tactile rich sensory almost ',positive
'new pure cubic n\'t n\'t out ',positive
'morally complex sometimes uncomfortably also lushly bawdy funny together astonishing cinematic first-time ',positive
'vigorous crucial ',positive
'away keenly n\'t ',positive
'perilous central not old n\'t good ',positive
'not right mini fourth little super simian beautiful human amusing mainly deep ',positive
'so purely entertaining almost scary extremely funny ',positive
'after here not wildly entertaining ',positive
'graceful not only so much ',positive
'not bad not special ',positive
'convincing astonishing willing less delicate totally compelling like very next ',positive
'full non-stop intriguing new classic old-fashioned swashbuckling charming ',positive
'funny ',positive
'rare female not only unique also ',positive
'sheer more lumbering strained ',positive
'witty eleventh good last good recent good early ',positive
'world-class ',positive
'maybe enough even slow ',positive
'provocative intelligent just underwhelming same as ultimately n\'t up ',positive
'false still not heroic ',positive
'passable occasional real ',positive
'explicit frequent pretty much ever away such frank ',positive
'riveting ',positive
'bloody violent brash inventive horrific perhaps most romantic ',positive
'true semi-autobiographical loosely structured unfiltered young ',positive
'straight often entertaining dynamic ultimately as cinematic not only successful trailblazing hip ',positive
'rarely collective unconventional arguably only stellar ',positive
'very young roughly twice many ',positive
'well earlier sometimes all too rarely nowadays ',positive
'loud colourful busy full not most bold winningly eccentric ',positive
'not much world-class ',positive
'not exactly feel-good very particular ',positive
'ultimately rich almost tactile astonishing ',positive
'impassioned spectacular final real ',positive
'even small n\'t ',positive
'unexpected emotional less sentimental ',positive
'bold altogether whole goofy sound so silly contagiously cute ',positive
'odd more easy ',positive
'entertaining n\'t just perfect first preschooler ',positive
'commercial smart even relatively simple feel-good more safe brainy familiar more ',positive
'perfect ',positive
'here lurid ghastly immensely enjoyable frequently spectacular also thin less substantial ',positive
'now middle no longer introspective great ',positive
'energetic never good ',positive
'marvelous technical finally ',positive
'formidable technical inner ',positive
'worth actual ',positive
'n\'t same ',positive
'predictable sometimes tacky unflagging plentiful skillfully ',positive
'superior together tough not ',positive
'new satisfying final even less ',positive
'ice-cold dead demonic n\'t up then riveting ',positive
'irreducible wry first outsized ridiculous beautiful ',positive
'sharp slick more interested ',positive
'sweet likable too many cathartic even memorable instead calculated earnestly ',positive
'smart procedural carefully observed particularly intriguing heretofore American ',positive
'not necessarily important seamy sweaty subtly most satisfying ',positive
'sometimes n\'t different 3D particular so practically once free contagious ',positive
'frustratingly ',positive
'more awe-inspiring big surreal many never again ',positive
'as much comic even most ebullient ',positive
'sure own young little somewhere ',positive
'really truly not necessarily intelligent mainstream supposedly creative as well enough almost grateful ',positive
'swell together as beautifully also churlish not not definitely grateful ',positive
'n\'t much live impromptu ',positive
'first young British staggeringly good ',positive
'playful absurd endearingly inventive unstoppably amusing current golden ',positive
'here heady high-end high-stakes ',positive
'',positive
'inter-American more few as powerful superbly ',positive
'critical chief much else sober sprawling deeply complex equally impressive ',positive
'unusual pure rough good not ',positive
'honest personal even tricky ',positive
'narrative quickly as well sharp more importantly unabashed raucous ',positive
'conventional inherent practical rational rather selfish ',positive
'genuinely insightful truly funny physical small half-dozen supporting ',positive
'first truly fresh old street-level ',positive
'predictably impeccable tonal strong especially otherwise reverent just right ',positive
'bright contemporary American hard effortless ',positive
'beautifully murky hard-edged quite simply good ',positive
'good so far lively more disloyal proper even well ',positive
'easy young all undeniably demographic ',positive
'final n\'t emotionally gold not unyieldingly oppressive ',positive
'so intent not little soft probably ',positive
'now great own soaringly alive ',positive
'terrific exceptionally durable ',positive
'meticulously artful torrential superb yet obvious n\'t satisfactorily ',positive
'brainy genuine rare actually smarter ',positive
'',positive
'n\'t apart second exactly less ',positive
'yet just underwhelming really about Mexican superlatively strong conceivable ',positive
'absolutely delightful ',positive
'overlong important contemporary American mainstream ',positive
'not surprising n\'t rather not ',positive
'sweet funny smart genuine simple timeless ',positive
'up breathtaking ',positive
'mindless enough painlessly just n\'t too closely ',positive
'uncommonly bold expressly strong righteous here instead much more valuable ',positive
'short sweet charming often very funny essentially intelligible n\'t ',positive
'most comforting ',positive
'high recognizable essentially great second otherwise compelling funny extremely entertaining own ',positive
'around great back substantial ample more pleasing ',positive
'frequently very funny undeniably young true too mild-mannered new already fond big ',positive
'simultaneously most charming most daring human ever back fictional next solely ',positive
'sober straightforward home instead smart often disarmingly funny classic ',positive
'straight undoubtedly being loud stylish ',positive
'all terrific thoroughly compelling very American utterly modern musical ',positive
'strong ',positive
'last least dazzling particularly even so most luminous ',positive
'n\'t all all clear eventually ',positive
'too once small well bad too much good ',positive
'real impossible same ',positive
'most traditional little else ',positive
'convincing here ready ',positive
'more barely certified ',positive
'contemporary historical also funny most flat-out good ',positive
'less cautionary classy much more ',positive
'not fatal narrative final ',positive
'unspoken iconic like only ',positive
'',positive
'never so hypocritical so banal so evil ',positive
'dizzying taut musical ',positive
'as entertaining n\'t exactly further stale though unlikely ',positive
'inner dazzling naked ',positive
'not phenomenal especially still ',positive
'genuinely not just yet mischievous ',positive
'really smart really smart ridiculously entertaining user-friendly ',positive
'amiable charming big warm ',positive
'seemingly flawless more just bloodthirsty stellar ',positive
'especially superior first loose comic would-be ',positive
'perhaps most importantly not only also scientific just exciting even more unpredictable usual then up ',positive
'n\'t whole old now n\'t old now too ',positive
'n\'t not more just tedious already ',positive
'n\'t bad just slightly disappointing ',positive
'honest too ',positive
'deeply silly uproariously entertaining almost guilty all quite so much almost ',positive
'all relatable ',positive
'deeply ',positive
'more compelling less tough ',positive
'energetic creative thumping electronic cinematic ',positive
'wild relentlessly sheer anything-goes glorious ',positive
'never flat ',positive
'lean ',positive
'smart hugely entertaining creative not standard ',positive
'unsettling not just contentious moral just radical realistic female sexual still ',positive
'terrific ',positive
'cool first unaware there ',positive
'conventional more interesting together well enough ',positive
'so compelling ',positive
'own strange ',positive
'most brainy high-speed not quite as smart new-style ',positive
'still full still soulful enough still ',positive
'largely modest feel-good real-life inspirational mostly engaging ',positive
'great other good ',positive
'fussy most most powerful ',positive
'new instant consistently as good good even hit-and-miss major truly revelatory least ',positive
'still never other also human ',positive
'as other great intricate ',positive
'still top-flight first likely good way deep silly little slight ',positive
'psychotic not only tasty unholy Irish ',positive
'full ',positive
'past big back own ',positive
'dark easy violent vengeful fetid just ',positive
'n\'t too busy main ',positive
'least showy most credible ',positive
'outlandish human winning not n\'t really even skyward ',positive
'feel-good absorbing true-life very smoothly old ',positive
'there ',positive
'far good still smart about musical so much more selfish seven-time ',positive
'n\'t often adjective uncomfortable seldom as uncomfortable yet as true ',positive
'almost unbearably tense quite sheer unapologetic all ',positive
'sensational expertly sublime unique unforgettable just ',positive
'almost magically full comic nimble ',positive
'computer-generated most slipshod n\'t important low ',positive
'streamlined rather ',positive
'well first new full familiar ',positive
'riveting ',positive
'curiously constant granular never fully ',positive
'as far ',positive
'finally n\'t other ',positive
'modern old-fashioned good not just ',positive
'suspenseful ',positive
'never entirely satisfying visually dazzling lively even ',positive
'even suspiciously light cheerful chilly more dour ',positive
'more most about fairly recent so well convincing ',positive
'',positive
'original risk-taking differently American ',positive
'positively effervescent sassy good acoustic rarely ',positive
'crimson sexual dark supernatural human gigantic most terrifying ',positive
'straightforward thrilling metaphysical emotional pure ',positive
'eventually own ',positive
'great young terribly old-fashioned right so first classical ',positive
'dramatic low tremendous more dastardly ',positive
'around huge black painterly not particularly substantial ',positive
'all around ',positive
'taut timely brilliant ',positive
'solid good ',positive
'not childishly wide-eyed capable still terrific alive few back ',positive
'magnificently low then real too maybe indirectly definitely not ',positive
'all before all before carefully deeply satisfying also ',positive
'rich potent sophisticated new mostly though formally audacious intellectually powerful lazy contemporary ',positive
'n\'t newly ',positive
'deeply principled deftly spirited almost certain ',positive
'solid subtle excessive ',positive
'pervasive modern good complex ',positive
'gorgeous whole new ',positive
'nervy kinetic good never average somehow even ',positive
'energetic good creepy dubious ',positive
'as unsettling other away much true most ',positive
'full well-timed clever never real ',positive
'far more compelling ',positive
'well-crafted well-paced procedural monotonous ',positive
'deeply mental own past dark ironic ',positive
'wisely main along neither formidable much bumpy ',positive
'enough reasonably entertaining interesting emotionally compelling ',positive
'nearly intimate almost impossible perhaps only huge awfully quick ',positive
'not more accurate not witty ',positive
'Gothic outrageously sumptuous gruesomely violent ',positive
'good more unconsciously perhaps also strategically anarchic typical absurd ',positive
'partly terrific good stellar partly public private backstage not so much ',positive
'tightly out many small skillful telling minute big ',positive
'most moral other ',positive
'good dramatic ',positive
'certainly little yellow different probably about much ',positive
'swift searing back ',positive
'digital deep emotional sweet simple perfectly ',positive
'just smooth many other unnecessary ',positive
'though not entertaining energetic sharp fair juicy messy assured cynical ',positive
'rare ',positive
'little overwrought borderline partial Victorian big frilly uncommon ',positive
'n\'t always still full ',positive
'n\'t indifferent well n\'t markedly well ',positive
'delightful comic ',positive
'big brash horribly watchable extraordinary true familiar generic ',positive
'nutty nonsensical all aboard ',positive
'slim whole quite pleasingly warm funny high ',positive
'decently robust entertaining just ',positive
'intriguing bizarrely effective ',positive
'late sumptuous beautifully archaic inviting ',positive
'good musical last ',positive
'about long ',positive
'all risible taut ',positive
'never less engaging often much more ',positive
'dirty equal grim very final ',positive
'relentless little ',positive
'most entertaining provocative ',positive
'potentially chilling horrific also beautiful ',positive
'possible too high big smart ',positive
'generous visual ',positive
'somehow familiar even cozy n\'t great old ',positive
'rather procedural complex international least ',positive
'perhaps surprisingly no good bad other ',positive
'cheap still not enough awful ',positive
'temperamentally more lithe eternally cool ',positive
'terrific often explosive only unfortunately as timely now first ',positive
'occasionally n\'t other chief ',positive
'deceptively tight even main aimlessly most successful only ',positive
'not real genuine ',positive
'cinematic much more dazzling original sweet smart funny ',positive
'other recent notably meticulously detailed also also light less maybe ',positive
'indisputable not too many so fresh startling ',positive
'real not sweeping ',positive
'old-fashioned always ambitiously aimless all-too-rare ',positive
'digital undeniably contemporary otherwise mostly rarely contemporary however effectively unsettling ',positive
'tempting ',positive
'despicable enjoyably demented young ',positive
'most ugly off notorious most still ',positive
'potent visceral alike big ',positive
'confident indelible ',positive
'still lively political black lickety-split boisterous ',positive
'tragic here overarching either pretty pat just there ',positive
'good flawless smart ',positive
'often dramatic dreary grisly dubious however ',positive
'everywhere unnecessary already so specific true ',positive
'',positive
'exhausting impressionistic ultimately hollow extraordinarily not nearly as relevant ',positive
'nonstop comic ready sure exhausting ',positive
'fabulous own mainstream poetic ',positive
'emotional strong sociological many visceral more less procedural pretty good absorbing well-made ',positive
'24th solidly all-time still beautifully action-packed international wonderfully ludicrously dry myriad gorgeous classic clearly out ',positive
'rather digital often most potent ',positive
'exceptional elegant even psychopathic such golden ',positive
'not forward single little mechanical about almost charmingly old-fashioned ',positive
'straight not only also still ',positive
'most fascinating rather ',positive
'more serious ',positive
'potentially dangerous yet nearly impossible alone ',positive
'enough amusingly louche refreshingly digital ',positive
'entertainingly intact frighteningly successful young big lively teen ',positive
'crisp 3D clear fluid thrilling immensely impressive short ',positive
'good worth unquestionably ',positive
'funny enough angry sad too much true ',positive
'straight well good n\'t malicious urgently right now ',positive
'entirely particular there ',positive
'visually spectacular consistently entertaining procedural only emotional usually really ',positive
'more last here ',positive
'third really way crazy ',positive
'strange sometime even quite different ',positive
'as strong as ',positive
'not complete unexpectedly chilling skillful significant right ',positive
'one-third two-thirds engaging fine terrific not ',positive
'indomitable human common almost occasionally ',positive
'taut American unnamed just violent bad xenophobic ',positive
'limited fast-paced nice memorable ',positive
'as most few ',positive
'sophisticated long ever elegant as ',positive
'big big big few ',positive
'n\'t interested more ambitious great n\'t always great ',positive
'absorbing n\'t just also ethereal now-vanished ',positive
'many sometimes own ',positive
'particularly strong concerned most definitely unabashed ',positive
'solid not stellar well together very well only genuine ',positive
'about never n\'t only honorable good though lovely ',positive
'notorious good long equally well ethically questionable wrong ',positive
'earnest not full ',positive
'most towering brash even occasionally ',positive
'teeny witty fabulously slightly ironic forthright ',positive
'many loose weak ',positive
'unique visual predictable flat supernatural red n\'t so much ',positive
'witty more emotional chaotic ',positive
'regardless flimsy emotional worthy strong ',positive
'about rather fourth solid not darkly stylish not as stupidly grim either ',positive
'contemporary generous inclusive fast-moving such grandiose genuinely inspiring ',positive
'so many joyously minimal ',positive
'surprisingly demented crazy spirited simplistic off-beat anarchic ',positive
'once again gripping never own moral not easy riveting essential ',positive
'delightful stop-motion animated not ',positive
'modern-day existential ',positive
'never quite early nonetheless always ',positive
'genuine complex difficult easy also great dense practically ',positive
'great consistently enjoyable ',positive
'mostly unfamiliar also well strong even ',positive
'as well lead ',positive
'even mild powerful engaging compelling young black in ',positive
'just supernatural just just many red first crusty ',positive
'same constant last visual nonetheless rare effective focused ',positive
'n\'t only ',positive
'deeply sometimes literally ',positive
'weak unnecessary palatable ',positive
'here good good only so far ',positive
'restless ',positive
'giant angry also sly ',positive
'more interesting controversial inside grimy creative ',positive
'remarkably vibrant frank precocious sexual very much ',positive
'very well high ',positive
'not so much American moral ',positive
'true worth happy alike ',positive
'star brilliant maddening ingeniously monstrously self-aggrandizing ',positive
'often also radical ',positive
'crazy scraggly ',positive
'very clever dumb ',positive
'not only narrative girlish womanly vibrant hopeful ',positive
'there fizzy hot ',positive
'all too neatly dynamic even delicious ',positive
'wild not good not either ',positive
'bright practically own privileged landed ',positive
'effective like physical subsequent ',positive
'allergic historical ',positive
'workmanlike good expensive fast heedlessly occasional beautiful ',positive
'tentacled continually ',positive
'stop-motion never episodic true emotional ',positive
'not quaint national ',positive
'straight most potent ever ',positive
'confident slightly square highly major rather ',positive
'not iconic topical supremely intelligent heartfelt ',positive
'great n\'t so certainly full breathtaking brilliant ',positive
'never more here adrift ',positive
'wrong most frustrating ever usually big ',positive
'n\'t conventionally exciting n\'t instead thoroughly pleasurably so ',positive
'crimson so visually stunning scary ',positive
'exciting no-nonsense little totally great ',positive
'straight as infectiously entertaining educational richly textured thumping ',positive
'surprising even wondrous often precisely crooked ',positive
'impressive soulless ',positive
'few ',positive
'though not dramatically rich emotionally compelling still sleek slightly overlong ',positive
'deeply satisfying intense spectacular typically other especially middle frustratingly self-indulgent ',positive
'first long just magic ',positive
'comic late undoubtedly true artistic ',positive
'rigorously realistic ',positive
'powerful just scary ',positive
'shocking effective dry brown ',positive
'most purely enjoyable streamlined consistent n\'t easy ',positive
'handsome mature rich novelistic very little ',positive
'well shady emotional occasionally more laid-back comic ',positive
'vintage ',positive
'surprisingly funny many about halfway ',positive
'Italian n\'t artfully ',positive
'rare ',positive
'not not even remotely not even stretched ultimately rewarding other n\'t not even thick ',positive
'episodic scenic unspoiled spectacular ',positive
'enormously ',positive
'sophisticated such ',positive
'safe American not quite so persistent as enjoyable so sweet such really ',positive
'goofily wholesomely boisterous spooky readily ',positive
'most gradual grueling first then ',positive
'n\'t good most consistently base damn near else ',positive
'spectacular ',positive
'ingenious ',positive
'great stirring timely secret personal ',positive
'low-budget deftly pure really oddball ',positive
'simple well-executed ',positive
'many either obvious clever insightful never pretty low ',positive
'cruelly efficient good n\'t huge perhaps already far too briefly hypnotic first real ',positive
'thrilling seemingly own ',positive
'unevenly fact-based full even ',positive
'same next many hackneyed religious ',positive
'actually entertaining not only own more limited ',positive
'out strong quickly then apart ',positive
'sombre hypnotic single along most ',positive
'entertaining good late not much more ',positive
'guiding brisk charming here stand-alone ',positive
'high wounded rather ',positive
'proud insecure profanely comic adolescent ',positive
'n\'t extraordinary noble high blunt businesslike long ',positive
'usual even brilliant ingeniously most photogenic ',positive
'unsurprisingly real ',positive
'even hefty solid streamlined long-time tremendous ',positive
'fine nice natural gently ',positive
'best-selling just as obsessively right down ',positive
'involuntary comic sparse finicky somewhat bouffant ',positive
'compelling ',positive
'gentle disrespectful American warm ',positive
'busy British extraordinary ',positive
'now back well creative innovative narrative dormant technical cinematographic not always great almost always quite ',positive
'important largely hardly action-packed gripping ',positive
'small large late deeply satisfying more usual more so philosophical expertly ',positive
'long patient chilling vividly muted ',positive
'most majestic real dazzling digital ',positive
'unusually tonally uncertain ',positive
