% Ceci represente la classification de critiques de films en fonction de leur jugement.

@relation critiques
@attribute contenu string
@attribute classe {positive, mixed, negative}

@data
'the film , direct with exceptional flair and elegant concision by Scott Cooper , even come from Warner Bros. , the studio that specialize in psychopathic monster play by such star as James Cagney and Edward G. Robinson during <unknown> golden age . ',positive
'One of the reason that <unknown> be so deeply , absurdly satisfy to this newspaper writer <unknown> be that Tom <unknown> movie <unknown> turn its journalist into hero . it just let them do their job , as tedious and critical as those be , with a realism that grip an audience almost in spite of itself . ',positive
'when the song themselves take center stage the movie work . What remain in the wing constitute another , full story . ',positive
'the dark nihilism of <unknown> mask a reliance on easy solution , one <unknown> be feed by decade of genre film and that feed our need for justice dispense with violent , vengeful directness . the movie promise to clear the fetid air around the drug war . in the end <unknown> just another drug . ',positive
'it ca n\'t develop theme because it be too busy disseminate information , and this extend to its main character . ',positive
'Brooklyn be that rare period drama that do n\'t lose itself in its dogged re-creation of another time . ',positive
'initially amusing but finally sour sex comedy . ',positive
'as a celebration of agility , ability , and outlandish human behavior , the Walk be a winning thing . it may not get inside the head of its <unknown> protagonist - it do n\'t really even try - but Zemeckis \' movie take you skyward . ',positive
'spotlight be not about fiery performance or thrilling <unknown> <unknown> <unknown> simply a tight and captivating look at professional who excel at their job , and who legitimately care about make a difference . sometimes , <unknown> more than enough . ',positive
'spotlight provide a wealth of exceptional performance . ',positive
'the walk be the movie that take us up there , give us the jitter and make us titter along the way . ',positive
'almost magically , the Walk transform itself into a beguil caper movie , full of comic energy and nimble ingenuity . ',positive
'the Martian be shoot , design , computer-generated , and script on a level that make most film of its ilk look slipshod . Scott and writer Drew Goddard <unknown> try to make an <unknown> sci-fi movie like <unknown> . they aim low but blow past their mark . ',positive
'for those who know the strip well , the Peanuts Movie should feel like the first day of a new school year , reunite with a classroom full of familiar face . ',positive
'the year be not over , but <unknown> already see my favorite film of @card@ . <unknown> Thomas <unknown> brilliant , responsible , galvanize and unforgettable spotlight . ',positive
'<unknown> and Mara \'s riveting , embody performance rise above the material . ',positive
'gesture , look and touch carry enormous weight , and Blanchett and Mara , both excellent , invite <unknown> reading of their every glance and movement . ',positive
'truth be a movie curiously in conflict with itself . there be a constant shift between granular detail and big-picture sweep that the movie never fully resolve . ',positive
'this movie be so raw and depressing that in one brutal scene Ms. Connelly be so desperate for a fix that she inject a hypodermic needle into her vagina . <unknown> say I <unknown> warn you . ',positive
'familiar in its general trajectory , but unusually raw and ragged in its emotional architecture , <unknown> fraught portrait of a mother and son in crisis sport a pair of knockout performance by Cynthia Nixon and <unknown> alumnus Christopher Abbott . ',positive
'<unknown> not easy to make a movie as beautiful as Brooklyn , where the stake be low but the outcome really matter . this be an old-fashioned entertainment , but one so masterfully craft and heartfelt that <unknown> hard not to love . ',positive
'this suspenseful survival tale , <unknown> to its core , slap a smile on your face that you will wear all the way home . ',positive
'never entirely satisfying as a drama , <unknown> Peak be visually dazzling , boast lively and at time even transfix performance that keep the <unknown> blood flow . ',positive
'yes , the Martian do look like it be shoot on Mars , even though the <unknown> tone be suspiciously light and cheerful for Scott , who tend to thrive on a chilly , more dour habitat . ',positive
'more than most docudramas about fairly recent event , it be so well write and act that it convey a convincing illusion of veracity . ',positive
'crimson Peak \'s atmosphere crackle with sexual passion and dark secret . there be a couple of monster ( supernatural and human ) , but the gigantic emotion be the most terrifying thing onscreen . ',positive
'the Martian be a straightforward and thrilling <unknown> adventure , without the metaphysical and emotional trapping of , say , <unknown> <unknown> pure fun . ',positive
'<unknown> not easy to make an emotionally involve film in which some of the most pivotal moment be about phone call and make copy of document and a source circle name on a document <unknown> but save for a few overly dry moment , <unknown> prevail . ',positive
'the film be a cast coup , with <unknown> inherent languor <unknown> that low drawl of hers , a breath away from boredom <unknown> play off against the pert intelligence of Mara , whose manner , as always , be catch between the alien and the avian . ',positive
'some movie be so good and true and <unknown> they should just sneak up on you . James White be one of them . ',positive
'this be a good , solid , well-executed crime story . nothing more , nothing less . ',positive
'Chastain and <unknown> take center stage while <unknown> flutter around like one of <unknown> huge black moth . watch the woman square off within del <unknown> eye-popping , painterly palette be a feast for the eye , if not particularly substantial fare for the mind . ',positive
'son of a Gun become a somewhat predictable but excitingly twisty heist film involve a double-dealing Russian heavy , a desperate femme fatale , and a fortune in gold bar . it have just enough muscle and style to make the familiar feel fresh . ',positive
'the Martian be a film that respect the <unknown> among us , and that pay off all around . ',positive
'all involve bring a warm eccentricity that lift what in lesser hand could be a collection of clich about the contrast between the Old World and the New . ',positive
'with a taut and timely screenplay by Taylor Sheridan , <unknown> be a brilliant action thriller with the smart of a message movie . ',positive
'<unknown> film <unknown> feature traditional structure or many familiar character beat of self-improvement , but as a visceral , <unknown> portrait of struggle and suffering , <unknown> a striking first film . ',positive
'What keep <unknown> from cynicism be the nature and depth of <unknown> gaze , not childishly wide-eyed but capable still of feel pain . <unknown> a terrific director . you know that if his heroine , Alice , get out of <unknown> alive , she might spend a few month in an asylum , but <unknown> be back , hell-bent on seize the foreground . ',positive
'gorgeously photograph , sensitively write and direct , flawlessly act , and deeply , intensely important , Carol be Todd <unknown> most brilliant film since Far from <unknown> and one of the triumph of @card@ . ',positive
'Director and <unknown> Tom McCarthy play a weasel of a journalist in the Wire . now he have make a meticulous , exact procedural on real-life journalist who excel at their job ; have the resource to do it properly ; and in early @card@ , publish the first in a Pulitzer Prize-winning series of grim , carefully detailed storey of <unknown> priest . ',positive
'while highly entertaining and sometimes inspire , Black Mass be more like Scorsese <unknown> . in perhaps the most memorable sequence , Bulger sardonically test a childhood friend ( Joel Edgerton ) for loyalty by tease out a <unknown> steak sauce in <unknown> basically a <unknown> of Joe <unknown> famous <unknown> funny , how ? <unknown> scene in <unknown> ',positive
'Though Villeneuve magnify the pervasive dread surround the modern drug war , he be good at convey the thrill of creep through that battlefield than the complex set of interest sustain it . ',positive
'a gorgeous film that could inspire a whole new crop of astronaut . ',positive
'in the closing act , the film sharpen and become something far more compelling . ',positive
'as a movie , Black Mass often drown its dramatic potential in a dreary atmosphere and grisly violence use to dubious effect . Depp , however , operate on another level . ',positive
'like so many film consume with the minutia of daily journalism , <unknown> be a magnificently nerdy process movie <unknown> a tour de force of filing-cabinet cinema , make with absolute assurance that <unknown> be hold by scene after scene of people talk , take note , follow tip , hound source , pore over record , fill out spreadsheet , and have one door after another slam in their face . ',positive
'with <unknown> , we get a reminder of the vital importance of an independent , professional press to any community . ',positive
'<unknown> be an extraordinarily wise film about the reason we turn to other people and the enormous difficulty of do so . ',positive
'it have enough ingredient for a reasonably entertaining fantasy <unknown> , that be , for an interesting lead character with an emotionally compelling hook . ',positive
'the Martian be nearly all thing to all audience : a <unknown> drama , an intimate character study , a sci-fi comedy , a rollick space adventure . <unknown> almost impossible to dislike , which be perhaps its only flaw . when a huge film reveal its <unknown> intention from the <unknown> , the stake evaporate awfully quick . ',positive
'Guillermo del <unknown> Gothic <unknown> <unknown> Peak be outrageously sumptuous , gruesomely violent and design to within an inch of its life . ',positive
'the <unknown> of <unknown> be never so hypocritical , so banal and so evil . ',positive
'this be <unknown> show all the way , feature his good dramatic performance since another organized-crime movie , <unknown> <unknown> <unknown> ',positive
'Carol be often about its surface , their beauty contrast with the scary duality of people , relationship . the surface in Carol be so seductive that one understand the ache to belong in that world . ',positive
'in an age of digital chaos and deep emotional theme the Peanuts Movie keep thing sweet and simple , perfectly in tune with the quality Schulz fan adore . ',positive
'the rare movie that improve as it go along , shed its clich and get down to what matter . ',positive
'it may be a little overwrought for some taste , borderline camp at point , but if you be partial to a bit of Victorian romance with Hammer horror <unknown> and big , frilly <unknown> , <unknown> deliver an uncommon treat . ',positive
'it <unknown> always seem to know what it want to be . but <unknown> still full of marvel . ',positive
'a delightful romp that capture the spirit of the adore <unknown> comic strip . ',positive
'by model its structure so closely after All the President \'s Men , <unknown> only draw close attention to its lack of scope and ambition . ',positive
'the acting in Black Mass be tremendous . ',positive
'Kaufman and Johnson tease out the possible cause and effect of <unknown> crisis with great imagination , tilt your sympathy so subtly as they do so that you <unknown> even feel it go on . ',positive
'the director Todd Haynes and the novelist Patricia Highsmith fit together like a hand and glove - a beautifully manicure hand and a sleek <unknown> leather glove , two image that figure prominently in Carol . ',positive
'clock in at a slim @card@ minute , the whole thing fly by quite pleasingly , a warm and funny feature that reassert the value of high quality visual and attention to detail . ',positive
'it use convention to its advantage through an intriguing play with cast choice and bizarrely effective allusion to film history . ',positive
'Guillermo del <unknown> latest dive into the darkness be a sumptuous , beautifully construct tale that feel both archaic and inviting . ',positive
'this be one of the good musical <unknown> of the last @card@ year . ',positive
'if you strip away all the gunplay , hitman : Agent @card@ would be about @card@ minute long . ',positive
'the Martian be never less than engaging , and often much more than that . ',positive
'<unknown> be an ambush , a low-sling film about a dirty drug war with Mexico which challenge and engage in equal measure . it move with grim tenacity , confound expectation until its very final sequence . ',positive
'spotlight feel both timeless and modern , a dexterously craft film that could have be make anytime but somehow feel perfect for right now . ',positive
'you have see <unknown> like this before , but you probably have n\'t have this much fun with a modern B movie in a while . ',positive
'Brooklyn endow its character with desire and aspiration , but not with foresight , and it examine the past with open-minded curiosity rather than with sentimentality or easy judgment . ',positive
'One of the <unknown> most entertaining and provocative movie . ',positive
'To turn a spotlight fittingly on <unknown> , <unknown> the <unknown> good movie so far , and a rarity among countless dramatization that claim to be base on actual event . in this one the event ring consistently <unknown> and dramatically <unknown> true . ',positive
'every scene of calm , potentially , be <unknown> for an explosion . but for all its chilling tension and horrific imagery , <unknown> be also a beautiful movie . ',positive
'gradually the film turn its very specific story of one immigrant into a move group portrait . ',positive
'it have generous lashing of <unknown> <unknown> \' trademark warmth , visual inventiveness , and satisfy Claymation tactility . ',positive
'for all the dogged journalism and righteous indignation in the film , <unknown> this sense of intimacy , of community , of betrayal and misdirect allegiance <unknown> it be the church , after all <unknown> that keep the film from revel too much in victory or triumph . that , in turn , make it an emotional tour de force . ',positive
'somehow , this Peanuts feel familiar , even cozy . I <unknown> make any great claim for it , but it feel like the return of an old friend . ',positive
'rather than a <unknown> procedural about a complex international mission , <unknown> a close-up of that mission from the point of view of the participant who understand it the least . ',positive
'the performance be terrific , and when <unknown> on its game , which be often , Straight <unknown> Compton be an explosive look at the creation of a message that have to be deliver by the only people who could deliver it , a message that be , unfortunately , as timely now as when we first hear it . ',positive
'if you think they <unknown> make movie like they use to , Brooklyn be glorious proof to the contrary . ',positive
'it play out all the usual trope of the <unknown> genre <unknown> the hot tip , the clandestine meeting , the hand-wringing about ethic , etc. <unknown> without add a jot of novelty . ',positive
'engross and occasionally move , it <unknown> electrify like that other film about the press take on a chief executive , Alan <unknown> <unknown> the <unknown> <unknown> <unknown> . ',positive
'a kind of mad coming-of-age yarn embellish with lightning bolt and monster make of cadaverous flesh . ',positive
'although not without moment of sadness and tragedy , Brooklyn be sublimely uplift and life affirm . ',positive
'<unknown> the sweet sincerity of Brooklyn that stamp it as both refreshing and nostalgic . the film be as welcome as a photo you just discover of your mother before you be bear , in which she look pretty than you ever imagine . ',positive
'in a movie culture with <unknown> <unknown> , old-fashioned animation like Shaun the Sheep be always a treat <unknown> and a romp this ambitiously aimless be an all-too-rare marvel . ',positive
'while the digital effect be undeniably contemporary , <unknown> Peak be otherwise a period homage that mostly play like a period film , rarely give in to contemporary notion of pace and payoff . when the scare do arrive , however , <unknown> effectively unsettling . ',positive
'<unknown> tempting to think hitman undermine any beauty it muster with its habit of ridiculousness . ',positive
'if the movie push most of the ugly behavior off onto side player ( like the notorious <unknown> Knight , play by R. Marcus Taylor ) , it do for the most part fulfill its mission , breathe life into the origin story of a group whose influence be still be feel . ',positive
'potent and visceral in its depiction of street life and <unknown> excess alike , Straight <unknown> Compton deliver big beat of both kind . ',positive
'Blanchett make an indelible impression as a woman who , through breeding , intense personal cultivation and social expectation , have brilliantly master the skill of navigate through life . ',positive
'like Far from <unknown> , Carol mine <unknown> narrow-mindedness and the danger of live a double life . but what be true more than a half century ago remain true now : the heart want what it want , society and propriety be damn . ',positive
'here be what be good about the good German : the look be fantastic ; technically , the movie be a retro marvel . here be what be bad : the script suck ; it keep promise to be clever , engaging , subtle and completely fail to deliver . ',positive
'without <unknown> performance , Brooklyn might have leave a sugary taste . but she be the ingredient that bring everything together : her calm poise anchor almost every scene and every shot . ',positive
'McCarthy and his brilliant cast make hard work and truth-telling inspiring . ',positive
'there be no tragic hero here ; there be no overarching explanation , but a movie that offer either of those would seem pretty pat . take it or leave , Everest be just there . ',positive
'by necessity , Black Mass begin in a hole it can never dig out of . <unknown> the portrait of a monster tell in a flat line . ',positive
'<unknown> a solid if not stellar crime drama , well put together , very well act , and lack only a genuine reason to exist . ',positive
'but for all the profane language and sexual frankness , Soderbergh \'s film be no more cynical or world-weary than its inspiration , and in the end , it feel like a clever trick wrap around a hollow center . ',positive
'this be sweet , sentimental filmmak of the old school , but <unknown> too sincere to get sticky . if <unknown> <unknown> the kind of adjective to put you off a movie , <unknown> probably enjoy Brooklyn , even if <unknown> occasionally aware of its masterful manipulation . ',positive
'while Clooney and especially Blanchett give solid performance , and McGuire play effectively against type , the movie be well appreciate as an exercise in vintage Hollywood style . ',positive
'the leisure-time viewer will say , \' \' Hey , this be sort of like Casablanca , so why play it again ? \' \' ',positive
'work from a script co-write with Christopher Browne , director Robert Zemeckis ( <unknown> <unknown> ) pull off a fabulous trick of his own : deliver a mainstream entertainment that have , at its heart , a poetic sensibility . ',positive
'as a dramatic thriller , Black Mass have trouble get into low orbit . there be some tremendous scene but the narrative as a whole feel more like a chronology of dastardly dealing than the epic tale of a criminal \'s rise and fall . ',positive
'Zemeckis remind us that <unknown> in the service of reality , rather than fantasy , that digital technology be often most potent . ',positive
'though the woman could be strong and the accent occasionally jar , <unknown> study of moral corruption enthral . the <unknown> start here ! ',positive
'straight <unknown> Compton remind viewer not only who <unknown> be and what they mean , but also why they matter <unknown> and still do . ',positive
'spotlight be simply a great story exceedingly well tell , through character whose finger be perpetually stain with ink . ',positive
'the most fascinating thing about the film be how it lean into predictability rather than make a show of fight it . ',positive
'Colm <unknown> bitter-sweet novel of the Irish <unknown> experience bring impeccably to the screen by Crowley and Hornby , with <unknown> Ronan excel herself in the leaf . ',positive
'Salvatore Totino \'s crisp 3D photography and <unknown> \'s way with a clear , fluid , thrilling action sequence show off the mountain in immensely impressive way . but the human involve get short shrift . ',positive
'a godsend for audience who hunger for rich emotion present with wit , grace and not a trace of sentimentality , Brooklyn illustrate the power of restraint in deal with poignant , impassioned material . ',positive
'Keaton , who deserve an Oscar for his performance in <unknown> bring to Robinson a brace blend of humor and authority . Ruffalo be the essence of the newsman who just <unknown> quit , and McAdams be just as effective as his more low-key colleague . ',positive
'for those who buy into the precept that good thing be worth wait for , the Walk unquestionably deliver . ',positive
'though it have a few element of its construction that might be questionable , it be mostly a powerful , thoughtful , and visually striking picture . ',positive
'it be a creamily sensuous , richly observe piece of work , handsomely detail and furnish : the clothes , the hair , the automobile , the train carriage , the record player , the lipstick and the cigarette be all superbly present . the combination of all this be intoxicate in itself . ',positive
'straight <unknown> Compton play well when it be outside the box , show us <unknown> power and the consequence of abuse it . Would the movie be good if it do n\'t sidestep the band \'s misogyny , <unknown> and malicious infighting ? no shit . but what stand be an amazement , an electrify piece of <unknown> history that speak urgently to right now . ',positive
'visually spectacular and consistently entertaining , Ridley <unknown> space rescue procedural the Martian suffer only from a failure to hit its emotional beat with the amount of force and feeling usually require to make this kind of life-and-death adventure really take off . ',positive
'a sensitive , dewy-eyed yet mature performance by <unknown> Ronan be the appealing centerpiece of Brooklyn . ',positive
'for all its third act nuttiness , the Perfect Guy really should have go way crazy . ',positive
'truth be a strange interpretation of event , in which the visual and the music sometime seem to be nudge us in one direction , even as the screenplay and the performance be tell us something quite different . ',positive
'spotlight be that rare journalistic procedural that deserve to be mention in the same breath as <unknown> the <unknown> <unknown> and while the movie never glamorize or make saint of its hard-working <unknown> , it do stand as a reminder of the power and importance of a free press , particularly in ferret out local corruption and malfeasance . ',positive
'Cooper , the director of Crazy Heart and the underrate out of the Furnace , have make a tight and tense gangster film with Black Mass. but <unknown> a pretty straight-ahead entry in the genre , albeit one pepper with spicy performance . ',positive
'the Martian celebrate both the indomitable human spirit and the belief that our specie can , with patience and common sense , think its way out of almost any problem . if the film occasionally preach , its message strike home . ',positive
'the film fulfill its limited mandate of provide fast-paced adventure and some nice eye candy without add anything memorable to the tale of the Boy who Can Fly . ',positive
'<unknown> be a movie with wit to burn ( look out for the Sarah Brightman line and the meeting room pit ) and enough incidental touch that the total achievement feel immense . ',positive
'the movement of the <unknown> wrench homesickness to bloom confidence and a smile on <unknown> stroll to <unknown> the movie into universal urban poetry . ',positive
'the brutalisation of three female character be horrific , but it would be a presumptuous leap to suggest the film itself flex a <unknown> creed . such assertion would woefully misconstrue <unknown> \'s thematic subtext , which be an examination and comment on the male mind warp by patriarchal thinking and a manipulative form of <unknown> . ',positive
'the walk satisfy as an absorbing yarn of <unknown> <unknown> and as an example of <unknown> <unknown> . the journey it offer viewer <unknown> just span @card@ foot , but also an ethereal , now-vanished , world . ',positive
'spotlight be a valentine to investigative journalism and a stark reminder of where <unknown> head now that this brand of writing have become an endangered species . the film be unique in that it focus almost entirely on the process . ',positive
'the support cast be an embarrassment of rich for Scott , and Chastain be particularly strong as the concerned commander of the mission . yet this be most definitely <unknown> movie and a throwback to the unabashed idealism of Hollywood past . ',positive
'there be nothing underneath the glossy surface and no real insight into what make this man tick <unknown> and despite how creepy he look here , Bulger be a man , not a devil . ',positive
'Moviegoer may expect something sexy than what they get here , but Neil <unknown> \'s focus on <unknown> between Broderick and co-star Alice Eve , funny but never uproarious , provide its own modest reward . ',positive
'Brooklyn be easily the year \'s good and most beguil love story . the surprise be that it also go deep , sad and true . ',positive
'I can say how I will feel about the walk if I have never see man on Wire , because I do see man on Wire , and I ca n\'t <unknown> it . I love it . I can only say the Walk strike me as an honorable good try of an also-ran , though with some lovely thing to offer . ',positive
'as notorious gangster James <unknown> Bulger , Depp astound with one of the good performance in his long career while co-star Joel Edgerton step up equally well as John Connolly , an ethically questionable FBI agent who flirt with the wrong side of the law . ',positive
'the story work out like you might expect . the joy be in the way director Breck Eisner , like Diesel , be earnest about this goofiness . his direction might not showcase the full wit of the script , but it do honor its inventiveness . ',positive
'it be most towering accomplishment be its set piece , which manage to be brash , exhilarate , and even occasionally move . ',positive
'Director Guillermo del <unknown> unique visual style be on display but the story be predictable , the character be flat , and the supernatural element be red herring . To paraphrase a character , this <unknown> so much a ghost story as it be a <unknown> with <unknown> ',positive
'use technique of <unknown> that sometimes make it an alienating , even confusing experience , <unknown> <unknown> cogent , strikingly confident debut be harrow , but cinematically rewarding . ',positive
'a remarkable refashion of the <unknown> drama that reignite the setting with extraordinary immediacy , Son of Saul be both terrifying to watch and too gripping in its <unknown> to look away . ',positive
'the <unknown> vision of contemporary England be generous , inclusive and - if a fast-moving film about a <unknown> sheep can allow itself such grandiose ambition <unknown> genuinely inspiring . ',positive
'like in so many silent , the plot be joyously minimal . ',positive
'Villeneuve ( <unknown> , <unknown> ) once again prove he can craft a gripping tale that never collapse under its own moral weight . <unknown> be not an easy film to watch , but it be a riveting and essential one . ',positive
'this delightful stop-motion animated romp feature no dialogue , which be as it should be <unknown> the beauty of animal be in their action , not word , after all . ',positive
'Denis Villeneuve \'s film view life in the age of the modern-day drug war as an <unknown> existential nightmare . ',positive
'if the Peanuts Movie never quite reach the melancholy of early film like <unknown> Boy <unknown> Charlie <unknown> and <unknown> Come <unknown> it nonetheless respect the importance of failure and disappointment that Schulz always include in his storytelling . ',positive
'it take a genuine master craftsman to take something as complex and difficult as this and make it look easy , but it also take an artist with a great ear to take something as dense with exposition as this be and make it practically sing . ',positive
'like a great amusement park ride , Shaun the Sheep Movie be consistently enjoyable . ',positive
'Director Tom McCarthy , who write the script with Josh Singer , have make a film without hero . ',positive
'One of its major virtue be <unknown> not there : no creepy flashback of prowl priest , or <unknown> as in the prelude to Clint <unknown> <unknown> <unknown> <unknown> of child in the vortex of peril . Everything happen in the here and now , not least the recitation of the there and then . ',positive
'both haunting and sweeping , Carol represent another masterwork from one of this <unknown> great filmmaker . ',positive
'even with the <unknown> mild flaw and <unknown> approach , it tell a powerful , engaging and compelling story of how America challenge and change five young black man , and how they in turn challenge and change America . ',positive
'its abrasive portrait of contemporary New York as a place of noise and <unknown> turmoil capture the mood of the city more accurately than any recent film I can think of . and the jagged camera work exacerbate the <unknown> jar sense of immediacy . ',positive
'Del Toro remind us just how chill bump into the supernatural be suppose to be , just how stomach churning violence be and just how many shade of red blood show us , from first spurt to crusty dust . ',positive
'it lack the same constant surprise of last year \'s gravity or the visual poetry of Mad Max : Fury Road , but <unknown> \'s movie nonetheless mark the rare fusion of effective craftsmanship with focused storytelling . ',positive
'<unknown> visually vivid Victor Frankenstein race to its <unknown> finish , run over the solid ( if not electrify ) act of McAvoy and Radcliffe . ',positive
'for the two hour it last I be n\'t ask any question , only giggle , squirm , scream , and swoon . ',positive
'this be a movie you feel deeply in the pit of your stomach . sometimes , it literally hurt to watch it . ',positive
'<unknown> a resemblance here to both the story and the movie adaptation of the story tell in <unknown> Perfect <unknown> the character involve be make a good faith <unknown> good faith effort by human can only go so far . ',positive
'more interesting than the <unknown> and why of <unknown> \'s controversial rise and fall in the industry be the inside snapshot of the industry itself , from grimy Compton club to electrify arena concert to hotel orgy to studio session that illuminate Dr. Dre \'s creative process . ',positive
'<unknown> performance have an edge of steel . she bring off a mix of confidence , bewilderment and vulnerability , which function very well against the alpha male character high up the chain of command . ',positive
'the effort to stay true to the spirit of Schulz be worth a happy dance for kid and adult alike . ',positive
'entertain as the movie often be , this <unknown> , <unknown> attitude be also the source of its shortcoming . give the enormousness of its subject , there be a radical lack of awe in this movie . ',positive
'bring optimism , <unknown> and a touch of crazy to his character \'s solo <unknown> one point , scraggly Watney call himself a <unknown> <unknown> be the key to the <unknown> exuberance . ',positive
'<unknown> \'s skill at work with actor be equal to his fully develop visual style and assured modulation of atmosphere and tone . this may be a small movie , but it be an impressively rigorous one without an ounce of flab . ',positive
'an admirable attempt at present a difficult subject that suffer from an eventual pileup of melodramatic happenstance . ',positive
'Brooklyn often feel like a throwback in the good way , while Ronan have an old-time star turn , and she make the most of it . ',positive
'it be really a movie about love at first sight , about the dizzying early day of a relationship , about a passion so strong it ca n\'t be describe , or deny . and that be something everyone can identify with . if they be lucky . ',positive
'the casting be perfect and the act uniformly superb . for all its lack of depth , the script be sharp , zippy and only occasionally hokey . ',positive
'Part Imax nature documentary and part Hollywood disaster movie , it do an effective job of convey what <unknown> like to climb the mountain , the hour and day spend acclimate on practice hike , and the punish physical effect that accompany each subsequent change of altitude . ',positive
'like any creative endeavor a film be the sum of its part . in the most elementary term it need a screenplay as a base , a cast to bring the script to life and a director to orchestrate the piece into something of considerable impact . excuse the hyperbole , but Tom McCarthy \'s spotlight be an example of when all those piece fit together almost perfectly . ',positive
'Haynes never lift Carol above <unknown> melodrama . and with every perfect bar where every perfect martini be serve , every perfect dive of a motel on the <unknown> <unknown> that the <unknown> <unknown> abruptly take together , Carol betray its true priority . ',positive
'son of Saul be not simply a good film , it feel like an urgent and important one , a warning from history . ',positive
'loneliness and longing be at the center of these two <unknown> life , at least for a while , and <unknown> express by nuance and implication in a pair of superb performance , and by a lovely evocation of the period . ',positive
'only the combined talent of both Blanchett and Mara can make the film be powerfully realize finale work . ',positive
'the movie amble along amiably enough for a while ; <unknown> well if you be a fan of one or more member of the cast . ',positive
'Blanchett get everything right -- the accent , her German dialogue , the weary sexuality ( deliberately reminiscent of Marlene Dietrich ) and the amorality her character have embrace . ',positive
'<unknown> be a tentacled drug cartel thriller grab viewer by the throat and squeeze for two hour . this movie continually defy the convention of its genre , from its hero \'s gender to the vagueness of its morality . ',positive
'the stop-motion technique never cease to fascinate , but the episodic structure of Shaun the Sheep Movie hinder any true emotional buildup and payoff . ',positive
'the allure of the road not take and <unknown> Ronan \'s performance exert a powerful pull . ',positive
'a polished , engross procedural , <unknown> offer plenty of old-fashioned pleasure <unknown> chiefly , the sight of smart , scrappy muckraking journalist stop at nothing to uncover systematic corruption . ',positive
'James White be a masterful examination of how our behavior and the excuse we make about our life fall away under certain , <unknown> condition . ',positive
'straight <unknown> Compton be among the most potent rich showbiz movie ever make . ',positive
'<unknown> not iconic sci-fi to match <unknown> or Blade Runner but it be a topical , supremely craft , intelligent , heartfelt spectacle with gallows humour to die for . strap yourself in . ',positive
'Damon have never seem more at home than he do here , million of mile adrift . ',positive
'truth be a journalism horror story , something like <unknown> the <unknown> <unknown> but with the wrong ending and plenty of blame on all side . it be one of the most frustrating <unknown> tale ever put onscreen , because it dare to show how that usually work out : power win . big . ',positive
'crimson Peak be a <unknown> chamber piece <unknown> so preoccupy with be visually stunning it forget to be scary . ',positive
'James White look like a simple film on its surface ... . but despite the <unknown> stylization , writer-director <unknown> ( whose own struggle with loss likely inspire some of this story ) <unknown> seem too interested in realism or grit . ',positive
'Shaun the Sheep might look like an exciting , no-nonsense tale for little kid <unknown> and it totally be , on one level <unknown> but beneath its <unknown> simplicity lie great wisdom and beauty . ',positive
'straight <unknown> Compton prove as infectiously entertaining as it be educational thank to F. Gary Gray \'s richly textured direction and a thumping soundtrack that confirm rap as the protest music of its time . ',positive
'What be surprising <unknown> even wondrous <unknown> be how often Schulz \'s precisely crooked line work inform the big-budget gloss . ',positive
'as an intimate chamber piece with pitch-dark subject matter , James White could only avoid bathos by feature two actor at the top of their game , alive not only to the inner world of their own character but to the shared world they both know <unknown> on the brink of lose . ',positive
'<unknown> might be bizarre , surreal and far out , but it always feel paradoxically real , ground and deeply true . ',positive
'at time , <unknown> be a deeply satisfying , intense examination of a war with no rule of engagement , drive by a spectacular performance by <unknown> Del Toro and typically mesmerize cinematography from Roger Deakins . at other time , especially in its middle act , <unknown> can be frustratingly self-indulgent . ',positive
'the comic <unknown> late creator Charles M. Schulz would undoubtedly approve of the Peanuts Movie , give his progeny have ensure the film remain true to his artistic and humanist vision . ',positive
'an enthrall and rigorously realistic outer-space survival story . ',positive
'the violence be shocking , effective and soak into the dry brown landscape . ',positive
'the Martian be the most purely enjoyable picture Scott have make in year . the streamlined narrative and the <unknown> consistent pace , aid by a cast who <unknown> make a wrongfoot move , make for easy popcorn entertainment . ',positive
'unlike the \' <unknown> Italian cannibal movie , the Green <unknown> <unknown> have a <unknown> <unknown> . <unknown> artfully make and act with skill . ',positive
'the star of Brooklyn be Fiona Weir <unknown> not a person who appear on screen at any stage , but the woman who cast it . ',positive
'the film serve as an authentic examination of the <unknown> immigrant experience <unknown> and an intimate exploration of one woman \'s attempt to understand who she be and where she want to belong . ',positive
'this be science fiction for sophisticated audience and , as such , a fulfill and satisfy experience . ',positive
'<unknown> such stately , evocative , confident filmmak , the only reservation be that <unknown> also a bit chilly . ',positive
'spotlight be a great newspaper movie , rank up there with All the <unknown> Men and Citizen Kane , and <unknown> certainly the good of its kind since the paper in @card@ , which also happen to star Michael Keaton . ',positive
'the most engross part of <unknown> be the gradual , grueling retreat from the story , first by its participant and then by the network that broadcast it . ',positive
'spotlight be a gripping detective story and a superlative newsroom drama , a solid procedural that try to confront evil without sensationalism . ',positive
'ignore the tell and focus on the show , spectacular in every sense . ',positive
'<unknown> possible to be heartwarming and tough-minded , as this wonderful film demonstrate . and <unknown> possible to be both <unknown> and vibrant , too . <unknown> the good <unknown> movie in town . ',positive
'while director Jamie Babbit , who cut her tooth on <unknown> comedy , be an <unknown> opportunity offender , some joke land good than other . still , strong lead performance and an energetic support cast elevate the uneven material . ',positive
'this be in many way a companion piece to <unknown> <unknown> from <unknown> ( @card@ ) , which remain one of my favorite film so far this century . ',positive
