% Ceci represente la classification de critiques de films en fonction de leur jugement.

@relation critiques
@attribute contenu string
@attribute classe {positive, mixed, negative}

@data
'different here Caribbean once again unrecognizable elaborate peculiar thick ',mixed
'most basic still creepy tasteful strong unsettling ',mixed
'new intriguing rather off-putting ',mixed
'gory aplenty ',mixed
'lean parched usual not easy entirely ',mixed
'not ',mixed
'over-familiar empty callous naturally ',mixed
'sanctimonious ',mixed
'real entire strange ',mixed
'',mixed
'briefly also unwilling too long rewarding ',mixed
'supposedly transformative very little apart ',mixed
'all together crisp swiftly big ',mixed
'right now great ruthless ',mixed
'godless great however only fully own ',mixed
'somehow too drawn-out abrupt galore ',mixed
'vaguely video not idiotic bafflingly dense endless final lifeless anticlimactic visual ',mixed
'just anymore ',mixed
'too much cheesy solid occasional bright neat final more bearable ',mixed
'n\'t there as good excruciatingly as really n\'t as much anyway ',mixed
'gleefully offensive unpalatable mainstream more similar even perfect ',mixed
'crass ',mixed
'often skillfully much ordinary left ',mixed
'few nice emotional whole too desperate slapdash such thin far-fetched ',mixed
'temporarily haphazard ',mixed
'kinetic impressive major weak ',mixed
'gifted very bloody bloody stylish certainly unequaled also conventionally not surprising scary hoary ago conventional rather fresh subversive ',mixed
'dumb also here not quite ',mixed
'inspirational well-intentioned ',mixed
'exactly frightening so well-worn now hard particularly able sufficient ',mixed
'own ',mixed
'interesting crazed gullible gutsy young wizened ',mixed
'too excited not only there especially dirty late lame erstwhile even entire ',mixed
'too busy too gross effective just earnest ',mixed
'not as much usually gently joyous though capable ',mixed
'never sure hard-edged plenty tonal ',mixed
'last generic murky final literally possible ',mixed
'well as here about finally sad though not always dramatically ',mixed
'ultimate awfully middling ',mixed
'never truly eerie scary ',mixed
'true least real composite tight ',mixed
'last terrific digital Less impressively flat sluggish too much witchy ',mixed
'well literally faithful heavy-handed n\'t daily ',mixed
'intriguingly solidly else n\'t particularly compelling ',mixed
'spectacular much same too many too many so individual ',mixed
'then up so insubstantial no longer ',mixed
'not only low internecine early gifted young big national ploddingly sentimental sudden painful ',mixed
'thin far afield ',mixed
'short same ',mixed
'last first would-be similar stand-alone ',mixed
'same also much fast explosive special inscrutable ',mixed
'ultimately first witty then n\'t quite ',mixed
'just loose deep fatal anymore serious too grim self-important truly too silly slipshod more somber ',mixed
'second maybe ',mixed
'extremely most real distracting yet quietly ',mixed
'disappointing actually cynical even vaguely innovative beloved ',mixed
'mere increasingly ',negative
'colorful smooth not aware really ',negative
'n\'t very funny ',negative
'impossible ',negative
'certainly unfortunately most prosaic imaginable single one-dimensional noble banal requisite ',negative
'witless vulgar ',negative
'just whole ',negative
'loud repellent badly indifferently almost completely devoid genuine essentially 12-year-old still basic mere bare good same ',negative
'most shocking ',negative
'overall raggedy unfocused too much ',negative
'lewd crude blessedly brief ',negative
'mean least inspired ',negative
'never broad too busy degrading ',negative
'large essentially black largely genuine ',negative
'awful subversively spunky same ',negative
'grotesque deadly dull cinematic ',negative
'not awful high steep ',negative
'exuberantly rude crude generally more frantic genuinely funny ',negative
'bad just ',negative
'cacophonous computerized cinematographic hurried genuine ',negative
'over new true possibly ',negative
'supremely idiotic ',negative
'very narrative namely unwarranted ',negative
'n\'t good ',negative
'blatantly female solely good retrograde ago ',negative
'not quite most brutal ever garish thoroughly sickening bloody ',negative
'so large ',negative
'thoroughly shameless ',negative
'requisite ',negative
'uncomfortable married gay mean-spirited ',negative
'definitely video eminently watchable bad ',negative
'similar protective not ',negative
'previously gleeful gross-out mean-spirited ',negative
'chameleonic noisy colorful enough ',negative
'not synthetic not single emotional entire organic ',negative
'sixth not legitimate basic narrative alleged ',negative
'premature nearly inventive witty fresh repeating much bland clueless ',negative
'low common ',negative
'intriguing situational hateful arduous ',negative
'amateurish kind ',negative
'deep deep far most enjoyable often enthusiastic ',negative
'video same thin abundant ',negative
'only so-called cautionary never insultingly awful exploitative ',negative
'mere criminally unimaginative ',negative
'gross-out sheer ',negative
'much anonymous instead real as well video ',negative
'generally terrific creative clearly n\'t ',negative
'good reliable bad certainly bad racially reprehensible most powerless ',negative
'amateurish ',negative
'',negative
'more brutal least consistently stylish less ',negative
'respectful ',negative
'ticklish real ',negative
'bad also vile not sophomoric unfunny ',negative
'preachy n\'t mighty long-winded wincingly overwrought domestic ',negative
'devoid even ',negative
'expository hasty major thickly not remotely seamless archival all there ',negative
'not equal n\'t even big ',negative
'light anyway ',negative
'nicely atrociously intrusively classical heavy ',negative
'aggressively ugly gross certain never grubby little ',negative
'needlessly vulgar even n\'t ',negative
'believable small-town late ',negative
'well-meaning spiritual sluggish clinical largely dreary ',negative
'as badly ',negative
'just devoid pointlessly thereby as valuable nasty routinely ',negative
'most aside unqualified puppyish n\'t putrid neat ',negative
'most ',negative
'crass witless good ',negative
'insofar about really gratuitous staggering ',negative
'second annual ',negative
'even current less preposterous more appropriate corporate valuable ',negative
'',negative
'unsettling wrong ',negative
'deliberately juvenile romantic very few funny ',negative
'real creepy ',negative
'most gifted sadly though many first n\'t enough cold ',negative
'largely inert left tedious horrible ',negative
'once again least common genuinely controlled ',negative
'hard stuck short enough ',negative
'all just anyway ',negative
'impatiently ',negative
'empty last hungry not more ',negative
'amateurishly redeeming horrific ',negative
'bleak tedious Gothic gray blue ',negative
'different always commendable sometimes miserably ',negative
'actually ',negative
'about ',negative
'just ',negative
'comic all key dead sadly ',negative
'here upper-middle-class n\'t too busy ',negative
'too straight too violent sordid truly thankfully one-of-a-kind ',negative
'n\'t dirty phony dirty ',negative
'empty well-reasoned up more clueless so-called ',negative
'effectively yet just so repugnant ',negative
'bluntly poorly cruel clever ',negative
'adolescent more creepy kooky sudden triumphant romantic as false sappy sorry happy ',negative
'singularly distasteful ',negative
'away sharp here mostly sophomoric rarely surprising ',negative
'only dreary merely streamlined odious ',negative
'joyless just imaginable as well possibly ',negative
'confusedly interracial ',negative
'way too bleak funny even contemporary ',negative
'messy also new ',negative
'never actually ',negative
'dumb just as generic ',negative
'condescending self-righteous sloppy simply bad ',negative
'actually funny last just ',negative
'bad rarely so much little ',negative
'last else ',negative
'simply too much ',negative
'catastrophic perfect original about original first ',negative
'exactly so much fresh essentially few uninteresting new same other ',negative
'White here crass most maladroit ',negative
'so many good artistic pompous indulgent priggish reasonably sick finally thoroughly noxious ',negative
'ago single bad ever now ',negative
'even dramatically not ',negative
'only however self-congratulatory ',negative
'very really especially heavily ',negative
'just high-tech last ',negative
'stupid vulgar bad ',negative
'even recent disturbing self-aggrandizing mainly unintentional ',negative
'immediately especially anarchic loose ',negative
'consistently aghast unabashedly heartless chauvinistic ',negative
'often more long exotic ',negative
'good even ',negative
'only brief ',negative
'longtime directorial frustratingly rowdy ',negative
'n\'t bad cheap unnecessary just as easily completely ',negative
'grotesquely smutty obnoxiously overbearing pitiful ',negative
'bad rather dead serious hard black-and-white sexy young actual ',negative
'all ',negative
'austere European guilty ',negative
'utterly ',negative
'unifying ',negative
'helplessly garish generic ',negative
'barely ',negative
'so hard weak probably good poor assorted n\'t prime real good ',negative
'chilling legal ripe nasty all ',negative
'good ago ',negative
'macho debilitating about as useful wet ',negative
'odd sure full-tilt widowed stone-cold cornered spiritual very slightly other more ',negative
'so lazy slipshod mere kinky naughty ',negative
'memorably bad surely as low ',negative
'inexplicably bad yea bad only primarily offensive amateurish pathetic ',negative
'ridiculous about more also about ',negative
'throwaway other big blue maximum funny ',negative
'first-time about not ',negative
'sophomoric ',negative
'profoundly depressing ',negative
'fairly faithful like off ',negative
'intended yet true ',negative
'creative ',negative
'most tedious instead unintentionally amusing ',negative
'bad ',negative
'terrific perhaps together again good ',negative
'discordant bad bad ',negative
'still not ',negative
'just excellent little lovely ',negative
'always next little good ',negative
'so inept n\'t straight well directly ',negative
'about really bad ever probably not pretty darn ',negative
'empty heavy ',negative
'mostly happy long good up retarded instead ',negative
'fine ',negative
'lazy ',negative
'thoroughly unpleasant ',negative
'artful somehow actual full small ostensible ',negative
'not too umpteenth female even sweet ',negative
'pathetic flatulent most more revolting amusing ',negative
'most joyless ',negative
'all most creative thin otherwise ponderous ',negative
'artless puerile ',negative
'least interesting ',negative
'much turgid ridiculous ',negative
'tedious derivative so ',negative
'first briefly never more impressive ',negative
'mostly puerile uninspired tired little ',negative
'n\'t foul least funny ever black ',negative
'witless physical painful ',negative
'many silly many silly possible ',negative
'confused bland wholly unoriginal good international ',negative
'dominant frantically young ',negative
'climactic overwhelming final overall last played-out ',negative
'barely then ',negative
'maybe ',negative
'rare so bad still really bad ',negative
'stylish marvelous narrative ',negative
'',negative
'premature teen supernatural more ',negative
'misshapen bad devilish ',negative
'horrible horrible ',negative
'not only main lazy well ',negative
'committed young obnoxious pointless ',negative
'awful stillborn rusty spare secret run-of-the-mill ',negative
'such brainless shameless hard ',negative
'beautiful baldly casually chauvinistic not gracelessly repeatedly incompetent ',negative
'not convincing frightening ',negative
'cinematic not then certainly ',negative
'psychological intellectual ',negative
'embarrassingly desperate laughing ',negative
'good melodramatic ultimately only here actually few ',negative
'shrill stupid practically commercial ',negative
'certainly big really ',negative
'as bad much longer ',negative
'riveting even not fairly contrived domestic ',negative
'black never black enough ',negative
'',negative
'only horny fussy even titular big outer actually funny ',negative
'political last last provocative merely disgusting ',negative
'completely forgettable far less cool smart scary ',negative
'here bad long n\'t sheer inane ',negative
'bad easy unpleasant ',negative
'literally figuratively dark ',negative
'awkwardly overly intrusive primarily classical consistently earnest ',negative
'most egregiously awful recent ',negative
'ugly unpleasant clueless grand ',negative
'hilarious least early sadly complete ',negative
'careless unfocused ',negative
'',negative
'decent low-budget never brief much less ',negative
'large gleeful male ',negative
'far only fairly handily even major ',negative
'just clumsily written same rich ',negative
'first ',negative
'last-minute n\'t clever so much as hypocritical ',negative
'gross actually about n\'t ',negative
'good ever ',negative
'pretty decent bad passable leaden predictable ',negative
'excellent back lunatic ghastly previous so easily ',negative
'naive homeless great ',negative
'limp even ',negative
'crass good just half-hearted ',negative
'free ',negative
'last artlessly restless untamed never back forth remotely entertaining ',negative
'alone bad bad only genuine ',negative
'well new novel inexplicably clearly neither anymore ',negative
'sophomoric ',negative
'disappointing only more clever perhaps dark ',negative
'familiar collegiate horny young horny old horny young silly uptight sassy fat ',negative
'proper never ill-conceived expensive up talented ',negative
'puerile ',negative
'even ironic late frustratingly middle-aged ',negative
'n\'t single ',negative
'almost entirely devoid hyperkinetic most unlikable ',negative
'odd little not good ',negative
'relentlessly derivative flat fussy unconvincing ',negative
'much not worth ',negative
'sinister so little first enough ',negative
'n\'t merely ',negative
'weird ',negative
'bizarre beleaguered infamous public only crazy ',negative
'premature so much coarsely smutty ',negative
'as lunatic dull eventually too ',negative
'so moral ridiculous ready cold bland ',negative
'altogether ',negative
'ill-conceived beloved ',negative
'little lofty still quite funny instead ',negative
'bare-bones ',negative
'plastic unfortunately not even much n\'t less still ',negative
'dirty not sexy erotic steamy even smutty just plain dirty unclean ',negative
'apparently ',negative
'much classic least intentionally funny ',negative
'thin utterly see-through ',negative
'sure few bad awful ',negative
'tragic ',negative
'social less indicative real-life more akin ',negative
'confident clean manly brief real actual offensive ',negative
'not only painfully bad also about morally unpleasant teen ',negative
'sloppy poorly as ',negative
'rather ',negative
'bad not bad bad only ',negative
'perfect lame lazy good great less so ',negative
'arguably lame free-wheeling stupefyingly unfunny romantic ',negative
'so bad n\'t mightily n\'t even worth video ',negative
'formulaic deeply unfunny ',negative
'reasonable all likely curious unreasonable ever after ',negative
'dire sweaty no long Christian evil here least amusing ',negative
'far three-day more cinematic ',negative
'great somewhere good German ',negative
'revolting ',negative
'',negative
'schlock own dusty too just ',negative
'',negative
'aggressively awful lackadaisical dull almost back ',negative
'even shallow serious quite ',negative
'here shocked contrary not ',negative
'key least twice just first emotional few manipulative musical ',negative
'just most inept right now probably long ',negative
'nicely open-air soon endless bulletproof giant ',negative
'revolting claustrophobic never just passive most off-putting endless ',negative
'ugly nihilistic cruel ',negative
'rather dull talkative true ',negative
'only late marital somewhat more authentic well ',negative
'perhaps more excruciatingly painful honestly n\'t ',negative
'preposterously ham-fisted strained ',negative
'late about early ',negative
'tedious soulless relatively trim seemingly ',negative
'cartoonish not good illogical ',negative
'big either mildly amusing interested interested good German out ',negative
'here silly most uninspired ',negative
'even watchable bad ',negative
'first-time psychopathic sexual light social fatal ',negative
'still even ',negative
'terribly squeaky ',negative
'good fatal dangerous too safe ',negative
'non-stop gross-out mainly suitable desperately yet ',negative
'criminally slow ',negative
'unbelievably awful ',negative
'clear real actual never ',negative
'never even cheap ',negative
'dire recent romantic not teen 12-year-old favorite same ',negative
'seemingly last other unfortunately heavy-handed humorless little goofy ',negative
'mysterious obvious dopey ',negative
'goofy same more graphic ',negative
'thin just plain gross ',negative
'gifted industrial wrong elaborate usually ',negative
'here just plain bad well ',negative
'confused confusing ',negative
'so horrible cinematic ',negative
'canny suitably atmospheric far more impressive visually narratively tangled straightforward ',negative
'main last immortal also underwhelming ',negative
'individual just random uninspired awkwardly flat ',negative
'well consummately cheesy ',negative
'mostly so strained sincere emotional good ',negative
'male fresh hungry n\'t ',negative
'just shapeless shrill disposable forgettable n\'t ',negative
'painfully unfunny misguided ',negative
'same same feeble ',negative
'unpleasant visceral ',negative
'less about dubious ',negative
'few not enough third ',negative
'convict guilty truly heinous unbearably tedious unfunny ',negative
'senseless eponymous forward quickly brief well ',negative
'predominantly empty anonymous scarcely ',negative
'stupid ',negative
'brain-dead popular ',negative
'rancid red not just also sloppy ',negative
'not possible n\'t ',negative
'dumb sloppy ',negative
'scant intentional otherwise ',negative
'n\'t so much as ultimate ',negative
'bad rough feeble ',negative
'so inept flat histrionic dull not dreadfully musical slightly funny not funny enough endless bearable ',negative
'interesting classic horrifically ',negative
'thoroughly misguided unfunny n\'t dead ',negative
'spectacularly generic sleekly giant ',negative
'credible well again ',negative
'hard apparently impossible ',negative
'very long late-night occasionally worse ',negative
'strict ',negative
'remarkably little ',negative
'miraculously great longer not good ass back ',negative
'early ',negative
'all as pointless advanced ',negative
'just stiff patented key dramatic comic precise slow ',negative
'right ',negative
'bad ',negative
'disjointed brief comedic theatrical straight ',negative
'so patchy so so genuine comic new ',negative
'too lazy own video lucky successful tedious ultimate cinematic ',negative
'cosmic ',negative
'even ',negative
'even late logical less acceptable however unaccountably weak demonic ',negative
'new abominable ',negative
'visual sexual barely various stereotypical feminine good ',negative
'visual empty worthy dynamic occasional only even ',negative
'anemic long newfound comic other ',negative
'nasty ',negative
'merely cheap simply accordingly ',negative
'cheesy amateurish ',negative
'clumsy ',negative
'only remotely depressing Jewish ',negative
'certainly enough dopey here last considerably more even most extravagant desultory oppressively synthetic ',negative
'few far pretty darn faint ',negative
'real religious emotional captive up big ',negative
'loathsome almost ',negative
'ugly pointless dishonest ',negative
'n\'t ',negative
'just deadly dreadful loud obnoxious convoluted horrible dumb ',negative
'enough rambunctious not nearly enough happy ',negative
'grand old fresh unusual good simply two-dimensional rather one-dimensional ',negative
'scant pedestrian almost complete ',negative
'trapped as believably scary ',negative
'cheap just ',negative
'far less impressive ',negative
'even rare only ',negative
'even supernatural dead red so high barely ',negative
'few inspired usually screwball unfunny here good particular rare ',negative
'complete joyless pointless fundamentally idiotic ',negative
'clear brave new social social public just n\'t truly scary suspenseful real though ',negative
'total ',negative
'own so much little back ',negative
'late dumb ',negative
'dismally dull ',negative
'most recent dishonest no good even ',negative
'only more aggressive male sexual really such vile ',negative
'all-out available ',negative
'as long so n\'t ',negative
'standard gross-out notable only showy high ',negative
'miraculous dull relatively uninterested more ',negative
'mean-spirited strenuous bad seldom actual ',negative
'actual religious particular self-righteous just clueless reckless contemptible ',negative
'just usually good video probably more entertaining coherent ',negative
'not as brazenly offensive not as spectacularly inept still awful superficial half-baked ',negative
'caustic raunchy often hilarious ',negative
'utterly completely so even ',negative
'lame ',negative
'',negative
'amateurish ',negative
'sloppy disconnected lazily happily ',negative
'lean nasty patently absurd tortured long ',negative
'extreme unlikable seriously poorly ',negative
'weak high even anymore barely anyway ',negative
'lame ever now lame ever much bad ',negative
'so unremittingly awful probably ',negative
'probably n\'t bizarre definitely n\'t ',negative
'',negative
'totally lame ',negative
'amateurish gabby ',negative
'never own ',negative
'good likely essentially dreary familiar painfully good ',negative
'certainly gross maybe even shocking smart enough teen ',negative
'more interested own latent cosmic ',negative
'mean-spirited dull silly talented horrendous possibly ',negative
'tedious amateurish hilariously ill-timed ',negative
'cynical infantile jaded same ',negative
'simply about even ',negative
'visually thematically interesting even ',negative
'God-awful perfectly wrong dismal ',negative
'only worthy visually impressive pretty well ',negative
'good still just together ',negative
'maybe up own ',negative
'bad ',negative
'really bad stupid well-done stupid stupid ',negative
'not so fair balanced religious palatable reasonably well ',negative
'scenic just not much short too thinly ',negative
'rapidly ',negative
'gruesome so repulsive further ',negative
'so not single believable familiar likable awful ',negative
'as subtle not merely ham-fisted ',negative
'vapidly generic British decent ',negative
'even protean n\'t ponderously unfunny uninspired hard old broad good first ',negative
'professional sheen not just dull ',negative
'first last hideous perfect ailing sheer ',negative
'barely proficient putatively comic overly familiar crude degrading shameful bare all too literally ',negative
'terrible political religious not general certain as giant good ',negative
'dim deadly ever ',negative
'so seriously new already now ',negative
'actually bad incoherent ',negative
'not mere not wrought ',negative
'solid competent little female romantic ',negative
'just slightly less dull least less active inherently interesting ',negative
'about as funny ',negative
'',negative
