% Ceci represente la classification de critiques de films en fonction de leur jugement.

@relation critiques
@attribute contenu string
@attribute classe {positive, mixed, negative}

@data
'attractive daunting make odd unfold ',mixed
'offer passable else be well avoid ',mixed
'assemble first-rate take feel icebound strangely abstract lack genuine first-rate ',mixed
'twisty juicy compelling remain staid keep political thematic be explore as satisfyingly hope ',mixed
'grim even grim indulge quiet more complicated offer subtle ',mixed
'have fail capture hope make good ',mixed
'shoehorn sometimes work manage steep climb quite make ',mixed
'sheer sepulchral most leave reign well-nigh forget ',mixed
'far bad be most disappointing have be wonderful delicious classic simply do n\'t come ',mixed
'be less splatter serve strong know be ',mixed
'many feel be more juvenile less polished feel less labor previous ',mixed
'so much be certainly have also feel dispiritingly riskless ',mixed
'never hit capably decently tell important ',mixed
'attempt extroverted acting ape have produce so self-conscious be drain ',mixed
'be clear be once too pad too thin be as real-life be so unruly dangerous become cop force ',mixed
'long short be easygoing small-town ',mixed
'straight spiral bloated melodramatic still worth early capture just powerful really be ',mixed
'lead acquit relatively well here hint interesting have be only captive be ',mixed
'good painfully sincere animated seem aim less contemporary nostalgic buy market be be bill 50th ',mixed
'give ferocious steely mine genuine ',mixed
'ultimately though be vague languid ',mixed
'high-class go slip down fine noisy converted get race even roll ',mixed
'suffer include end implausible too heavy ',mixed
'be good there ',mixed
'sinister be ambitious good be be express dumb unmove repetitive ',mixed
'first speak be know simply mutter get head back be well ahead ',mixed
'airless visual mannered compound have be good save though be pretty tame ',mixed
'underplay even operate often come as monotonous still generate almost lend capable loyal ',mixed
'dirty be entertain enough spawn do come as date ',mixed
'look shiny enough keep engage not so new improve alienate nostalgic strike add here there ',mixed
'unfortunately promising turn be merely thoroughly generic much pull last big long dispiriting thereafter largely relapse ',mixed
'sinister come short creative probably get enough right entice partial ',mixed
'play extended not ',mixed
'easy laugh arrant heavy-handed pen even easy admire persuasive emotional lead do not transcend so much as imbue ',mixed
'be commit generally appear frail indeed barely commit ',mixed
'enterprising entirely convince ',mixed
'promising prosaic ',mixed
'least entertaining be jostle messily propulsive ultimately emerge dominant red-blooded be never dull watch ',mixed
'not much find just rather sputter high ',mixed
'sweet smart charming not much more cute ',mixed
'persecute be profoundly conservative Christian ideological classic paranoid certainly unique be targeted specifically aim share ',mixed
'high-end inventive urban film carefully select futuristic be all very well have do little loose more more grimy more stone ',mixed
'decode ultimately become gentle probably provide handsomely be also tacit ',mixed
'premature nimble fellow also have numb purely unfunny ',mixed
'overall be gorgeous nostalgic be definitely unravel work final come ',mixed
'here be root retrograde have be easy have be position fantastical unleash ',mixed
'have make decent aside choral be ',mixed
'party be as bland all-purpose feel more serious get mean be young black gifted fabulously wealthy much desire do far good heavy more dapple ',mixed
'be ultimately negate relentless ',mixed
'be ultimately decent great unfortunately fall short aspire ',mixed
'battle preposterous be good serviceable work turn jerky ',mixed
'patchy only thrill finally step still 3D touching ',mixed
'jumble third indifferent ultimately make disappointing be have try figure costume little really want ',mixed
'however flavorsome though be seriously deficient narrative be lovingly frame carefully light fatally insipid be slack pace be perfunctory ',mixed
'only unscathed lend convincing not enough resurrect again ',mixed
'have do well dig deep set high intrinsic actually really use right now ',mixed
'formulate idiotic develop predictably lackluster ',mixed
'only more boring be actual ',mixed
'be noble be harshly realistic also overly melodramatic have good ',mixed
'be vividly portray particularly set never make crucial ',mixed
'plus be high quickly be reach nearly splatter climactic be really scary though especially so predictable ',mixed
'impossible not be somewhat catch be oddly depict horrific underwhelming distance ',mixed
'even manage solve most enduring make interesting exalt ',mixed
'tell be admittedly unbelievable so understandable choose leave sadly strip especially crucial ',mixed
'have be instead be mostly dull proof do n\'t make use ',mixed
'striking clever effective have be make simply familiar have be be predicate slightly less shallow chant ',mixed
'work hard hit lurch overall lack smear ',mixed
'play other readily corruptible reluctantly innocent elevate suggest genuine sisterly long too bad try too hard make laugh not hard enough make feel ',mixed
'new be fascinating charming cram overstuff curious too get seemingly hard wonderfully right then cave have be easy ',mixed
'white such be surely not try peddle merely see replicate do fairly slickly ',mixed
'be once cautionary apparently too close recognize ill suit be translate have emerge corny stilted burp really off ',mixed
'hold high as handsome technical be good German failed ',mixed
'n\'t commit be make gritty light final be wonky particularly feel particularly muddle ',mixed
'do n\'t miss be come turn ',mixed
'find nearly high ',mixed
'choose present light comic early overcome final ',mixed
'have very ominous sell inconsistent pretty well be still just proceed more less suspect ',mixed
'be interesting even compel prosaic suggest full encompass deep disturbing enduring have only begin be touch ',mixed
'though much be flat taut visceral never err ',mixed
'still find root even always up snuff ',mixed
'be competently stage maintain dissonant ',mixed
'be pretty pedestrian turn die so-so serviceable look rent speed instead ',mixed
'have little feel dramatic instead feel inert ',mixed
'be pleasant charming make beloved classic genuine adequate do n\'t feel quite enough ',mixed
'recreate do crackerjack so-so least intentional skip deep altogether ',mixed
'first-time aspire become perhaps lay apt here do so have go develop solidly invest ',mixed
'be not gleefully earn enjoy teen splatter be disappoint honor ',mixed
'seem try new do n\'t fit either ',mixed
'be not be n\'t entertaining be inventive unhinge be either gloriously great gloriously terrible captivate be though ',mixed
'be barely entertain be only have about almost feel legitimate ',mixed
'give breathe stay fresh relevant maybe have snort ',mixed
'have gritty rough ',mixed
'last aim pulpy never funny detailed need be look middle even seek elsewhere ',mixed
'be prime make highly skilled intelligent nevertheless seem misguide ',mixed
'handle competent be muddle pull basic distinctly chilly European ',mixed
'direct limp first put big ',mixed
'bitter manage wring solid scare other invade utterly familiar ',mixed
'get ghostly right red black wail receptive go wildly overboard aim shift crumble English ',mixed
'be visually splendid lose few render main distinct ',mixed
'still experience be entertain animated ',mixed
'co-star be fine stand blonde naturalistic ',mixed
'be frustrating many quite deliver thrill many be hope moderately engaging mean be centrally powerful ',mixed
'be well-intentioned ',mixed
'delve own embrace unrepentant all Zen-like be find adolescent ',mixed
'feature undiluted titular pale unhallowed run dry long leave lumber half-hearted ',mixed
'aflame awash undeniably ravishing yet ultimately disappointing be sink own sanguine below ',mixed
'unfortunately unbridled be n\'t match similar other have make low worthwhile ',mixed
'serious soapy provide least arrive opportune ',mixed
'fascinating ',mixed
'be technically stunning narratively thematically hollow ',mixed
'likable satisfyingly high splatter ',mixed
'be appeal display undeniable narrative make ',mixed
'be really change very little maybe put even consider dig deeper still several live powerful make tough dismiss entirely ',mixed
'double down gross-out gag find hilarious else ',mixed
'go human be real ',mixed
'flashy aggressively superficial likely disappear ',mixed
'not even occasional endlessly ooze red cry red flaming crimson infuse gorgeous red-blooded ',mixed
'blood-soaked practically end promotional ',mixed
'bolster strong tight be admirable worthy new burgeon ',mixed
'decode do not feel rather straightforward work hard present be sell ',mixed
'provide soar distant storytelling narrative ',mixed
'feel other let know good German be as emotionally cold unconvincing have see ',mixed
'be no deny be ambitious be be label wholly original feel far new never mind necessary ',mixed
'do do rumble silly as far act not much ',mixed
'be sprawling feel have be great instead roam up be just pretty good ',mixed
'flabby repetitive pepper exquisite sonic not ',mixed
'feel dodgy tentative uncertain as frame own complicated journalistic ',mixed
'crimson end keep visionary busy truly spark come ',mixed
'be usually inspired perfectly suit be ambitious be very beautiful high-minded remote ',mixed
'visual be heighten here absurd slide ',mixed
'be skillful overly reliant borrowed especially come be first-rate be secondhand half-baked feel more costume costume ',mixed
'walk be much less be so good ignore ',mixed
'continue begin creepily effective feel more unnecessary organic original ',mixed
'alternately rivet weary up-to-the-minute relevant as well self-indulgent much heroic end juggle more handle ',mixed
'lose get most right put together gritty melancholic southern come produce unique rise ',mixed
'be mild least exist ',mixed
'maybe so much seem boring directionless so little be comprehensible be many ',mixed
'largely succeed stumble minimal broaden together ',mixed
'once thinly conceive maddeningly irreverent over-serious chock-full strained other creepy be elaborate make strangely compelling ',mixed
'be leave feel get take be be lack ',mixed
'wide-eyed human pack enough pull black even run partway ',mixed
'try bring testimonial lose find together only succeed hamper masquerade ',mixed
'have always be narrative secondary fortunate seek have be go home mostly disappoint ',mixed
'Christian take dramatic forward well-appointed base sound as be write perform record ',mixed
'disappointingly ditch modest visual ',mixed
'have try resurrect classical principally suck own filmmak ',mixed
'n\'t help evoke strong young haunt barren provide narrative ',mixed
'last be big overblown frequently incomprehensible ',mixed
'occasionally seem little too impress own still be involve grown-up muscular continue impress call same mince ',mixed
'still adore find here be nearly as bore ',mixed
'less desperate own harmless far less crude favor big sexual ',mixed
'be not calculate seem ',mixed
'fashion have produce thin reduce rather amplify famous ',mixed
'aside few symbolically charge little distinguish overlong ',mixed
'be only partly be mostly few take uncontrollable be confident swagger not despair be elaborate be be almost totally lack ',mixed
'appealing seem likely entice only unquenchable ',mixed
'have ',mixed
'more potent thematic be relentlessly insular ',mixed
'be here easily many ',mixed
'feature stellar apparently seek prove be interested be popular red as well go down relatively easy contain empty ',mixed
'first-time begin enticingly dark first descend steadily downward ',mixed
'too much here simple apocalyptic come have be plenty ',mixed
'play English major overstuff real-life be draw largely simplistic be straight out white mean well ',mixed
'be much straightforward sweet hard-working predictable ',mixed
'be awful get suppose least look professional ',mixed
'good creepy involve beta patchwork be bring about ',mixed
'occasionally win manage impose restless ',mixed
'straight do n\'t shy entirely ugly include glorify perpetuate advocate revel instead own ',mixed
'want live old still stand new be just flimsy hold classic ',mixed
'curious grim gory ninth be striking sorely lack great be capable so much more ',mixed
'first two-and-a-half west be burst second be immobilise ',mixed
'be be exactly play dark bad ',mixed
'do good generate spark separate be as contrive animate ',mixed
'rather pioneer slog most well-traveled ',mixed
'walk be rare please practically just look enjoy sound tall up be discreetly poignant ',mixed
'substitute here have ironically title generic somehow wind big instead ',mixed
'be sew together prove crude slapdash ',mixed
'have prove have get strong be barely aim ',mixed
'valiant never quite scale dizzy emotional require run final visually though stunning ',mixed
'be n\'t nearly as bad think be be still not good ',mixed
'recent sharp-witted mock freshen have do doom nostalgic only trudge black jagged yellow up down ',mixed
'crimson be lock formulaic come as contented go Gothic refresh ',mixed
'odd be whip make noble brush get right be busy stress slow have listen say be lie before be tell now do n\'t trust ',mixed
'offer little less have ',mixed
'compelling have succeed overcome cosmetic only offer overwrought ',mixed
'ultimately be not concern be grimly efficient build help wonderful even never quite reach dizzying ',mixed
'convincing escape addicted be save decent dramatic somewhat weigh mildly religious ',mixed
'give try make sit there gape be even quickly become repetitive ',mixed
'add Australian be mean nasty more brutish American change roughly preen be preposterous routinely execute ',mixed
'do different here do Caribbean once again unrecognizable elaborate speak peculiar thick ',mixed
'most basic still have creepy tasteful create strong unsettling ',mixed
'new be wrap be have be intriguing rather off-putting turn be ',mixed
'have be gory aplenty displace impregnate ',mixed
'aid lean parched respect try avoid usual not easy entirely succeed ',mixed
'not happen hear be turn ',mixed
'meander over-familiar empty face callous trip break naturally play lose ',mixed
'feel bias sanctimonious ',mixed
'real make entire strange ',mixed
'strain overheat ',mixed
'briefly pick encounter be also seem unwilling linger too long become rewarding ',mixed
'supposedly transformative have very little preach apart purchase hit ',mixed
'all put together crisp suggest swiftly move big ',mixed
'be have right now be great ruthless have ',mixed
'rot godless be great however be only walk fully manage hold own share ',mixed
'somehow too drawn-out abrupt get galore ',mixed
'vaguely base video not be idiotic bafflingly dense endless final lifeless anticlimactic do have visual ',mixed
'just cut anymore ',mixed
'expect too much cheesy have solid occasional bright be say neat final go more bearable ',mixed
'have manage bear be n\'t be be there know move as need have mark good be excruciatingly miss behave as discover have commit really do n\'t as much think do go anyway be ',mixed
'be gleefully offensive unpalatable mainstream be more similar like think accuse lack even find perfect ',mixed
'do find crass ',mixed
'be often absorb skillfully play snarl have much ordinary be left gasp ',mixed
'few nice emotional whole play too desperate slapdash whip require sell such thin far-fetched ',mixed
'move temporarily distract haphazard ',mixed
'handle kinetic impressive be major weak ',mixed
'gifted have make be very bloody bloody stylish be certainly unequaled be also conventionally plot not surprising scary resurrect hoary ago utilize conventional rather fresh subversive ',mixed
'be dumb be have be also here not quite realise ',mixed
'know inspirational have make mine overmatch well-intentioned ',mixed
'exactly frightening be so well-worn now hard be particularly startle transpire able wring sufficient ',mixed
'do get mire own ',mixed
'be interesting crazed sell be use mentore gullible gutsy young try impart wizened ',mixed
'get too excited not only be there especially dirty late lame erstwhile even occupy entire ',mixed
'be too busy too gross sustain effective tumble just be swoon sigh earnest ',mixed
'be not as much usually bring gently joyous though be capable find ',mixed
'never sure want be hard-edged have plenty admire tonal ',mixed
'last end crumble generic murky snatch final be literally frame possible ',mixed
'be well as love here involve have come care about be finally sad though not always dramatically involve ',mixed
'be ultimate baffle see be appropriate awfully middling ',mixed
'be flip never truly eerie scary ',mixed
'be fictionalize true least fuse real composite have result tight ',mixed
'last boast terrific digital Less impressively be clog flat sluggish get lose too much fabricate witchy ',mixed
'well succeed attract literally faithful heavy-handed proselytize prove do n\'t pray daily ',mixed
'start intriguingly end solidly be else be n\'t particularly compelling ',mixed
'spectacular well-act suffer much same depict too many too many follow so affect individual get lose ',mixed
'then do up so insubstantial last no longer ',mixed
'run not only run low internecine compete early gifted young make big national turn ploddingly sentimental sudden painful ',mixed
'thin have offer do reaffirm retain far afield take ',mixed
'short suffer same ',mixed
'last feel first would-be similar tell stand-alone ',mixed
'be base same also have much appeal fast explosive special inscrutable ',mixed
'be ultimately see first be channel witty lift then n\'t quite sustain ',mixed
'keep wish just cut loose go deep go fatal anymore serious be tear too grim self-important go truly too silly slipshod work more somber ',mixed
'go make make second look tell come maybe ',mixed
'extremely most cover real distracting yet slip quietly mesmerise ',mixed
'disappointing actually cynical try even vaguely innovative beloved ',mixed
'run mere increasingly seem repeat ',negative
'look colorful smooth emerge not aware really know do ',negative
'be be n\'t very funny ',negative
'be impossible imagine release bother ',negative
'be certainly move unfortunately tell most prosaic imaginable miss single one-dimensional noble banal requisite sermonize ',negative
'witless serve vulgar ',negative
'be just hold whole be ',negative
'loud repellent badly write indifferently direct almost completely devoid genuine be essentially 12-year-old still derive basic mere spurt bare good appear same ',negative
'most shocking be fight have list ',negative
'be overall raggedy unfocused waste act feel too much ',negative
'lewd crude blessedly brief ',negative
'mean least inspired know ',negative
'never bother show try convey broad be too busy showcase degrading ',negative
'large essentially fall black be largely genuine ',negative
'awful subversively spunky same ',negative
'be grotesque deadly dull cinematic ',negative
'be not awful high seem steep pay ',negative
'exuberantly rude crude generally more frantic genuinely funny ',negative
'bad be let count just ',negative
'be cacophonous computerized cinematographic deafen hurried extinguish genuine ',negative
'over hit new true combine possibly resist ',negative
'supremely idiotic ',negative
'deform confirm very argue narrative namely unwarranted ',negative
'be n\'t be good say ',negative
'blatantly female exist solely service good have feel retrograde make ago ',negative
'not quite be most brutal horrify ever make garish promote do contain thoroughly sickening bloody ',negative
'be so name be be large serve ',negative
'offer thoroughly shameless ',negative
'have requisite ',negative
'think look uncomfortable play get portray married wonder gay mean-spirited ',negative
'be definitely love video think be eminently watchable bad flick be be wear ',negative
'compare similar be protective come feel calculate not earn ',negative
'previously helm have milk gleeful gross-out settle mean-spirited ',negative
'chameleonic be noisy colorful enough amuse ',negative
'not have be wrestle pulverize quiver trust be synthetic not single emotional entire feel organic ',negative
'sixth be not try make legitimate basic narrative add alleged ',negative
'premature nearly inventive witty find fresh repeating overestimate much care bland clueless ',negative
'low common ',negative
'be have be intriguing situational devolve hateful arduous ',negative
'call amateurish be kind ',negative
'be deep deep far most enjoyable often see enthusiastic fleck ',negative
'be base video same be explain thin abundant ',negative
'only so-called cautionary inspire do be never sit insultingly awful exploitative conceive ',negative
'mere be criminally unimaginative ',negative
'be suppose be gross-out be compare sheer ',negative
'much anonymous be pretend be instead real as well be video ',negative
'generally terrific creative ape see clearly do n\'t understand feel ',negative
'good be reliable bad certainly veer bad racially reprehensible exploit most powerless be go change ',negative
'amateurish bereave pace ',negative
'',negative
'look sound more brutal be least consistently stylish be less assure ',negative
'base mire pay respectful transform ',negative
'be ticklish real ',negative
'bad be be also vile not mention sophomoric unfunny ',negative
'preachy do n\'t begin describe mighty long-winded wincingly overwrought domestic ',negative
'be force listen devoid even ',negative
'leave unexploit jumble expository hasty major thickly apply not remotely seamless archival all there lie ',negative
'be start recognize not be create equal be n\'t even be use big have see ',negative
'criticize light be go anyway ',negative
'nicely shoot atrociously write act intrusively score classical heavy drown ',negative
'aggressively ugly gross boast certain never figure fill grubby little ',negative
'needlessly vulgar even do n\'t live ',negative
'feel believable bungle small-town late ',negative
'well-meaning appeal intend spiritual be sluggish clinical largely dreary tend mistake ',negative
'as badly sound ',negative
'just dispirit be devoid pointlessly wallow thereby make as valuable nasty routinely flush ',negative
'most be say aside unqualified puppyish be do n\'t abandon putrid neat ',negative
'most be aim ',negative
'crass witless good ',negative
'insofar be about really be gratuitous take staggering ',negative
'boast feature do be brag come second annual ',negative
'even current be less preposterous more appropriate be corporate be valuable ',negative
'feel ',negative
'be unsettling wrong ',negative
'write have cram deliberately juvenile romantic direct have make very few funny ',negative
'real be creepy ',negative
'most gifted assemble sadly though many throw first appear n\'t generate enough cold start ',negative
'largely inert be left be tedious horrible end spark ',negative
'once again have be aim least common mean genuinely enjoy sit need help controlled ',negative
'understand hard be find take get stuck gall feel short enough be ',negative
'be bear pass spawn all just anyway wash rinse ',negative
'spin impatiently cut ',negative
'empty last overstuff leave hungry not more ',negative
'amateurishly shoot write act lack redeeming compensate horrific ',negative
'bleak tedious shoot Gothic gray blue ',negative
'try different play be always commendable prove be sometimes fail miserably ',negative
'actually hurt watch ',negative
'about endear ',negative
'just ',negative
'comic be all key include team stick dead sadly exhibit fuel ',negative
'be here play upper-middle-class do n\'t fit be too busy tend ',negative
'too work straight too violent sordid function be truly thankfully one-of-a-kind ',negative
'be n\'t be dirty mouth be be phony dirty mouth ',negative
'empty well-reasoned up look more clueless so-called try satirize ',negative
'be measure execute effectively satiate yet underlie be just so repugnant ',negative
'be bluntly write poorly shoot edit cruel be clever ',negative
'adolescent be more creepy kooky sudden triumphant romantic ring as false be sappy sorry happy ',negative
'singularly distasteful ',negative
'get away be sharp here mostly sophomoric rarely surprising ',negative
'be only dreary merely serve streamlined simplify render odious be embody package ',negative
'joyless fail just imaginable as well possibly imagine ',negative
'confusedly misconceive interracial ',negative
'way too bleak be funny even contemporary ',negative
'messy also show pass new develop ',negative
'appear have be make have never actually have ',negative
'dumb just as generic ',negative
'condescending self-righteous sloppy be simply bad be ',negative
'be actually funny check last just come ',negative
'be bad be rarely have so much deliver little ',negative
'watch last be sit else play elude ',negative
'be simply too much go establish ',negative
'catastrophic be perfect try outsmart original reveal work about say original first ',negative
'go exactly think go so much invent fresh essentially repeat few uninteresting new same see other ',negative
'White here prove crass most maladroit know ',negative
'seem so many good be move filmmak accommodate artistic pompous indulgent priggish reasonably sick get finance be finally thoroughly noxious ',negative
'be write direct open ago remain single bad have ever review now ',negative
'lodge even dramatically not scintillate watch ',negative
'only shock however be self-congratulatory have become degrade ',negative
'begin very feel really need especially open borrow heavily ',negative
'be just high-tech fill smell last ',negative
'give stupid vulgar bad ',negative
'even recent disturbing be self-aggrandizing mainly benefit unintentional ',negative
'immediately hand send give especially co-star anarchic try shock loose ',negative
'be consistently aghast unabashedly heartless chauvinistic be ',negative
'often seem be more concern be lose lose long show exotic ',negative
'good pick wear even happen reach ',negative
'be burn only brief cut call deliver ',negative
'longtime directorial be frustratingly market rowdy ',negative
'be n\'t bad be be cheap unnecessary just as easily have die be completely drown be ',negative
'grotesquely smutty obnoxiously overbearing be pitiful ',negative
'bad be rather appear be dead serious be hard feel intersperse black-and-white sexy young actual stack emaciate ',negative
'have write all ',negative
'take austere European combine be guilty ',negative
'intend be utterly lose ',negative
'clash fail find unifying ',negative
'careen helplessly garish generic ',negative
'barely acknowledge ',negative
'so do say be hard read weak act be probably be good poor assorted do n\'t deserve prime real need good ',negative
'be chilling legal ripe nasty play all ',negative
'be put good be ago improve ',negative
'macho disguise remind lose be debilitating about as useful know be wet ',negative
'odd be sure full-tilt widowed play stone-cold turn cornered help spiritual very slightly other more ',negative
'so lazy slipshod confuse mere kinky naughty ',negative
'memorably bad surely be as low sink ',negative
'inexplicably mix bad yea bad only lie weigh be primarily offensive amateurish pathetic ',negative
'veer ridiculous revolt like be about more singe sear be be also about crack lance ',negative
'throwaway other big blue wait have rate be maximum find funny ',negative
'first-time have write be about not change ',negative
'sophomoric be ',negative
'profoundly depressing ',negative
'fairly faithful be like get play much-need press off ',negative
'earn intended make believe have yet witness true ',negative
'say creative ',negative
'most be tedious instead unintentionally amusing ',negative
'bad sport ',negative
'achieve terrific perhaps together again good ',negative
'discordant give bad bad ',negative
'still be not ',negative
'mean learn just be stop care excellent little see lovely ',negative
'always keep pray next be little good ',negative
'so inept wonder do n\'t release straight well toss directly ',negative
'get be think about really be bad have ever see probably not pretty darn ',negative
'empty hang heavy ',negative
'mostly happy feel long good be chop up reassemble retarded have be instead feel rush ',negative
'have fine stick do ',negative
'lazy bear ',negative
'thoroughly unpleasant ',negative
'artful have somehow manage pose actual charge full get purport amuse small ostensible ',negative
'not too undo umpteenth female even work sweet involve uniform ',negative
'depend pathetic flatulent most be more revolting amusing ',negative
'most joyless ',negative
'be all turn be most creative thin slap otherwise ponderous ',negative
'be artless puerile ',negative
'amplify least interesting gore ',negative
'much follow be turgid ridiculous ',negative
'tedious derivative steal so ',negative
'first share be muddle be briefly lift never be more impressive ',negative
'be mostly puerile uninspired be dream tired wire have little ',negative
'do n\'t begin describe try foul least funny ever make black ',negative
'witless physical keep painful hector ',negative
'get many silly deliver many silly possible be damn ',negative
'be confused bland wholly unoriginal try good international ',negative
'dominant be frantically try pander young seem respect understand trust ',negative
'climactic provide overwhelming final put use overall feel last played-out ',negative
'exhaust barely then follow clock ',negative
'have make maybe be close ',negative
'rare be so bad be still really bad ',negative
'stylish look marvelous have narrative ',negative
'',negative
'premature be exhaust hear be teen supernatural hearken more ',negative
'be misshapen bad strain be devilish ',negative
'horrible horrible wear ',negative
'not only describe main lazy well ',negative
'be committed young lead obnoxious pointless ',negative
'awful stillborn assemble rusty spare secret run-of-the-mill ',negative
'such brainless shameless hard imagine beg ',negative
'beautiful baldly explain casually chauvinistic be not go be be gracelessly repeatedly break incompetent ',negative
'not be convincing frightening ',negative
'whip be cinematic not then certainly ',negative
'be present freak distract psychological intellectual ',negative
'embarrassingly be desperate frighten laughing ',negative
'do good resist melodramatic ultimately be only here actually ground few ',negative
'be shrill stupid practically sweat be commercial ',negative
'certainly imagine big be really work ',negative
'as bad much longer ',negative
'imagine be riveting even saddle not mention fairly contrived domestic ',negative
'black never get black enough inspire ',negative
'',negative
'only horny fussy seem get even titular big outer forget be actually funny ',negative
'lack howl political last last be provocative be merely disgusting ',negative
'completely forgettable be far less cool smart scary think be ',negative
'here be bad long n\'t compete sheer inane ',negative
'bad be easy make unpleasant achieve ',negative
'come close literally figuratively dark distinguish ',negative
'awkwardly stage edit fit overly intrusive draw primarily classical consistently subvert earnest ',negative
'most egregiously awful recent ',negative
'ugly unpleasant clueless grand ',negative
'be hilarious least early sadly be complete ',negative
'be careless unfocused ',negative
'disguise ',negative
'decent low-budget never get brief start question have be much less ',negative
'writ large stage gleeful male ',negative
'establish imagine be far only do prove fairly handily even deprive grant team produce major ',negative
'just clumsily written build same make rich ',negative
'have get give cheat warn first ',negative
'last-minute implicate be n\'t clever so much as hypocritical ',negative
'gross actually have about n\'t like be ',negative
'good ever ',negative
'make pretty decent bad be passable make sit cram be leaden predictable turn ',negative
'helm excellent back show lunatic ghastly previous so easily serve ',negative
'come naive homeless imagine great ',negative
'limp even seem embarrass be ',negative
'crass good manage elicit just half-hearted ',negative
'hang hear free ',negative
'last be artlessly restless slog untamed never manage corral back forth remotely entertaining ',negative
'alone be bad be bad be only genuine have offer ',negative
'well be new novel spark inexplicably use check clearly have neither look anymore ',negative
'claw sophomoric ',negative
'disappointing only have be more clever perhaps dark ',negative
'be familiar collegiate involve horny young horny old horny young silly uptight sassy fat ',negative
'proper be never find ill-conceived expensive up look talented slum ',negative
'puerile ',negative
'even be mean be ironic late be frustratingly stilt middle-aged unleash ',negative
'be amaze do n\'t contain single ',negative
'be almost entirely devoid hyperkinetic have most unlikable ',negative
'odd little not good ',negative
'be relentlessly derivative match flat fussy unconvincing ',negative
'steal much be not worth ',negative
'sinister have so little first save see enough strain recall ',negative
'be convince be be corrupt have n\'t accept merely assume agree ',negative
'want be weird ',negative
'bizarre beleaguered steal take infamous public give only be describe crazy ',negative
'premature resemble so much coarsely smutty abound ',negative
'as lunatic dull eventually become too ',negative
'so inflate moral become ridiculous shove fatten be ready be serve cold bland ',negative
'go see be save save quit altogether ',negative
'ill-conceived script play beloved ',negative
'have afford be little lofty still be quite funny instead be ',negative
'bare-bones ',negative
'feel sheath plastic unfortunately be not even much pop do n\'t matter be less still feel ',negative
'dirty not sexy erotic steamy even smutty just plain dirty make feel unclean be like be ',negative
'intersperse apparently leave co-write be ',negative
'much run wish be watch classic least be intentionally funny ',negative
'thin have be stretch be utterly see-through moralize ',negative
'sure appear say few bad be awful ',negative
'bore take tragic ',negative
'marginalize social be less indicative real-life more akin ',negative
'be be confident clean manly be shame brief real actual have be diminish dawdle offensive ',negative
'not only be painfully bad be also about morally unpleasant teen be ',negative
'be sloppy poorly direct plot look as be improvise ',negative
'rather engage flip ',negative
'be bad not bad be see inebriate bad only provide ',negative
'perfect lame lazy strand good result look great feel less so ',negative
'arguably lame free-wheeling have take be stupefyingly unfunny mock romantic pop ',negative
'suck be so bad n\'t save try mightily be n\'t even worth video ',negative
'formulaic deeply unfunny ',negative
'begin reasonable all likely be curious do unreasonable ever after ',negative
'dire sweaty be no long Christian get hand evil here least be amusing ',negative
'far be dismiss three-day possess more cinematic ',negative
'be great somewhere good German be bury ',negative
'revolting ',negative
'make forget ',negative
'be schlock write own mutter dusty too just know ',negative
'huff puff be ',negative
'be aggressively awful rub lackadaisical dull filmmak bore almost dare ask back ',negative
'even breathe shallow careen serious quite land ',negative
'here seem be replace startle shocked be contrary not ',negative
'key be telegraph least twice just miss first emotional be foreshadow few manipulative musical ',negative
'be just most inept filmmak catch right now probably long ',negative
'pull nicely stage open-air soon lose endless aim bulletproof giant ',negative
'be revolting claustrophobic never emerge just passive make most off-putting endless ',negative
'be ugly nihilistic cruel regret have see urge avoid ',negative
'rather dull talkative mismatch trap true ',negative
'only late go marital turn somewhat more authentic help restore well ',negative
'perhaps be more excruciatingly painful spend honestly n\'t think be ',negative
'feature preposterously contrive plot ham-fisted strained be misfire ',negative
'late take be about early hope be forgive ',negative
'be tedious soulless relatively trim seemingly never-end ',negative
'tend cartoonish not good be build illogical ',negative
'be big either encourage permit play be mildly amusing be interested be interested good German be out ',negative
'here be silly most uninspired ',negative
'lack even watchable have distinguish bad ',negative
'first-time resolve psychopathic sexual light social prove fatal ',negative
'prove still act even be have offer ',negative
'terribly miscast squeaky belong ',negative
'good say be play geld fatal lack dangerous play too safe want ',negative
'feature non-stop gross-out depict indicate be mainly suitable desperately pine yet ',negative
'criminally slow ',negative
'unbelievably awful ',negative
'clear tell real actual never get ',negative
'be never get even cheap ',negative
'be shell dire recent romantic not teen toss 12-year-old get act favorite be same ',negative
'seemingly be do last run other create unfortunately heavy-handed humorless be allow be little goofy ',negative
'work mysterious blunder obvious strain dopey ',negative
'goofy claim same substitute plot more graphic ',negative
'misconceive cross thin divide just plain gross ',negative
'be gifted be blame industrial filmmak go wrong elaborate be usually ',negative
'be here remind be just plain bad be well appreciate ',negative
'confused confusing ',negative
'so horrible teeter cinematic ',negative
'boast canny suitably atmospheric be far more impressive visually narratively tangled make seem straightforward ',negative
'be main enjoy last be buy immortal ply also have swallow bury underwhelming ',negative
'individual be just random uninspired awkwardly flat ',negative
'be well consummately cheesy ',negative
'mostly play so strained undermine sincere emotional good ',negative
'be feel male give fresh hungry n\'t say humiliate ',negative
'be just shapeless shrill be disposable forgettable aim do n\'t care ',negative
'painfully unfunny misguided boot ',negative
'watch go same be experience same feeble be ',negative
